stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
272176,311,Kazým Karabekir,,41.0853738982524,28.9083979482139,,https://www.metro.istanbul/Hatlarimiz/HatDetay?hat=M7,0,,,1
18970,69,Esenler,Esenler,41.0375829540142,28.8884491188251,,,0,,,0
18957,154,Aksaray,Aksaray,41.0118336168054,28.9480142509061,,,0,,,0
272197,366,Parseller,,41.0312433529421,29.1526674021903,,https://www.metro.istanbul/Hatlarimiz/HatDetay?hat=M8,0,,,1
272196,365,Dudullu,,41.0152325914765,29.1632870725434,,https://www.metro.istanbul/Hatlarimiz/HatDetay?hat=M8,0,,,1
272195,364,Modoko - Keyap,,41.0071876376377,29.161855313952,,https://www.metro.istanbul/Hatlarimiz/HatDetay?hat=M8,0,,,1
19064,17,Soðanlý,Soðanlý,41.0205416862755,28.867598155076,,,0,,,0
19062,157,Gülhane,Gülhane,41.0120113380929,28.9783890557377,,,0,,,0
18966,108,Otogar,Otogar,41.0401653171935,28.8945397252346,,,0,,,0
40121,240,Etiler,Etiler,41.0823435460817,29.0375407815356,,http://www.istanbul-ulasim.com.tr/,0,,,0
18993,224,Levent,Levent,41.0764700957238,29.0142414197347,,,0,,,0
18988,37,Yenikapý,Yenikapý,41.0055889749704,28.9504763048026,,,0,,,0
19083,26,Ali Fuat Baþgil,Ali Fuat Baþgil,41.0685437278609,28.8955160273481,,,0,,,0
19041,176,Maçka,Maçka,41.0447281061923,28.9939316358613,,,0,,,0
40123,242,Levent,Levent,41.0755087326161,29.0145215974892,,http://www.istanbul-ulasim.com.tr/,0,,,0
87261,251,Bulgurlu,Bulgurlu,41.0163439849385,29.0762438290312,,https://www.metro.istanbul/,0,,,1
19055,27,Taþköprü,Taþköprü,41.0727727206285,28.8874693568408,,,0,,,0
19002,107,Osmanbey,Osmanbey,41.0535647799909,28.9872835345161,,,0,,,0
94908,148,Þiþli - Mecidiyeköy,Þiþli - Mecidiyeköy,41.0649123229773,28.9932507088685,,https://www.metro.istanbul/,0,,,0
19052,183,Çapa - Þehremini,Çapa - Þehremini,41.0157023692585,28.9324434137245,,,0,,,0
18996,159,Taksim,Taksim,41.0381693890196,28.9856532993196,,,0,,,0
94996,259,Çakmak,,41.0215634868382,29.1183668294138,,http://www.metro.istanbul,0,,,1
19018,225,Gayrettepe,Gayrettepe,41.0690840301626,29.0108399732289,,,0,,,0
94894,32,Yenimahalle,Yenimahalle,41.0998231345794,28.8629693205458,,,0,,,0
18992,38,Seyrantepe,Seyrantepe,41.100950933258,28.9956850231341,,,0,,,0
94905,180,Atatürk Oto Sanayi,Atatürk Oto Sanayi,41.1179730168801,29.0241945058981,,https://www.metro.istanbul/,0,,,0
19031,172,Kadýköy ÝDO,Kadýköy ÝDO,40.9890064982532,29.0206229467494,,,0,,,0
19009,202,Turgut Özal,Turgut Özal,41.0811835113226,28.7974089652028,,,0,,,0
19089,109,Fýndýkzade,Fýndýkzade,41.0123115969242,28.9392260780777,,,0,,,0
19077,215,Sirkeci,Sirkeci,41.0151864838897,28.9758978638831,,,0,,,0
19016,198,Esenkent,Esenkent,40.9208673892338,29.1663777593056,,,0,,,0
19073,151,Aksaray,Aksaray,41.0096062438904,28.9539452429906,,,0,,,0
19082,112,Cebeci,Cebeci,41.1119296387992,28.8578023113655,,,0,,,0
19045,133,Topkapý,Topkapý,41.0196954289287,28.9201421684085,,,0,,,0
19024,40,Acýbadem,Acýbadem,41.0023151241925,29.0444793836691,,,0,,,0
18953,214,Beyoðlu,Beyoðlu,41.0283272434873,28.9740534725524,,,0,,,0
18991,45,Küçükyalý,Küçükyalý,40.9489343981305,29.1220045901994,,,0,,,0
19015,46,Maltepe,Maltepe,40.9358034015939,29.1395866329637,,,0,,,0
94895,193,KÝPTAÞ Venezia,KÝPTAÞ Venezia,41.0804748885097,28.8753942306854,,,0,,,0
94834,255,Vadistanbul,,41.1075118827412,28.9884376566552,,https://www.metro.istanbul/raylý-sistemler/,0,,,1
19065,156,Cevizlibað - AÖY,Cevizlibað - AÖY,41.0159700968284,28.9116074203566,,,0,,,0
19012,51,Kartal,Kartal,40.906623568073,29.2114034519071,,,0,,,0
18969,8,DTM - Ýstanbul Fuar Merkezi,CNR - DTM,40.9866517091208,28.8285315338388,,,0,,,0
94896,29,Cumhuriyet Mahallesi,Cumhuriyet Mahallesi,41.0838985215538,28.8722353202349,,,0,,,0
94906,33,Darüþþafaka,Darüþþafaka,41.1296555539858,29.0250358169142,,https://www.metro.istanbul/,0,,,0
19086,18,Yavuz Selim,Yavuz Selim,41.0240555726348,28.8633292547155,,,0,,,0
19032,170,Mühürdar,Mühürdar,40.985205071559,29.0213336192673,,,0,,,0
19001,49,Hastane - Adliye,Hastane - Adliye,40.9163856352708,29.1781270333674,,,0,,,0
87258,248,Baðlarbaþý,Baðlarbaþý,41.0219145673449,29.0364140056317,,https://www.metro.istanbul/,0,,,1
40122,241,Nispetiye,Nispetiye,41.0773106796729,29.0242490174937,,http://www.istanbul-ulasim.com.tr/,0,,,0
19022,47,Huzurevi,Huzurevi,40.930029570472,29.1469097710282,,,0,,,0
94994,261,Ýmam Hatip,,41.0159496019903,29.1515645753739,,http://www.metro.istanbul,0,,,1
19076,134,Edirnekapý,Edirnekapý,41.0314800034317,28.9340193232466,,,0,,,0
19067,194,Sultançiftliði,Sultançiftliði,41.1062565947323,28.8605638483471,,,0,,,0
19046,28,Karadeniz,Karadeniz,41.0752526780949,28.8823428520687,,,0,,,0
19025,35,Hacýosman,Hacýosman,41.1398147745051,29.0305399270758,,,0,,,0
19071,131,Fetihkapý,Fetihkapý,41.0218077632236,28.9253079035622,,,0,,,0
19063,218,Vatan,Vatan,41.0255507327904,28.9292476464492,,,0,,,0
87257,247,Fýstýk Aðacý,Fýstýk Aðacý,41.028253706863,29.028844654965,,https://www.metro.istanbul/,0,,,1
18962,6,Atatürk Havalimaný,Havaalaný,40.9797456967691,28.821101976118,,,0,,,0
87262,252,Ümraniye,Ümraniye,41.0246243207448,29.0847807184142,,https://www.metro.istanbul/,0,,,1
19017,149,4. Levent,4. Levent,41.0857962889064,29.0067830766709,,,0,,,0
19019,50,Soðanlýk,Soðanlýk,40.9132928905822,29.1923944540199,,,0,,,0
19011,201,Ýstoç,Ýstoç,41.0649978943867,28.8259631804791,,,0,,,0
94833,256,Seyrantepe,,41.1032348607507,28.9944292324866,,https://www.metro.istanbul/raylý-sistemler/,0,,,1
18956,161,Karaköy,Karaköy,41.022940952746,28.9740328697418,,,0,,,0
18971,4,Topkapý - Ulubatlý,Topkapý - Ulubatlý,41.0242744642296,28.9301593427226,,,0,,,0
19092,106,Eminönü,Eminönü,41.0174894537509,28.9731780435299,,,0,,,0
19095,192,Saðmalcýlar,Saðmalcýlar,41.0573134416348,28.9068976958139,,,0,,,0
87264,254,Yamanevler,Yamanevler,41.0241552371661,29.1087778320224,,https://www.metro.istanbul/,0,,,1
19044,177,Taþkýþla,Taþkýþla,41.0435115604101,28.9903636366881,,,0,,,0
