PARK_NAME,LOCATION_NAME,PARK_TYPE_ID,PARK_TYPE_DESC,CAPACITY_OF_PARK,WORKING_TIME,COUNTY_NAME,LONGITUDE,LATITUDE
Dr. Adnan Büyük Deniz Caddesi 15,Dr. Adnan Büyükdeniz Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,07:45-17:00,ÜMRANİYE,29.1195714114978,41.0341904952674
Matbaacılar Sitesi Yanı,Matbaacılar Sitesi Yan,AÇIK OTOPARK,AÇIK OTOPARK,250,24 Saat,ZEYTİNBURNU,28.9185726180048,41.0235276331245
Çekmeköy Çavuşbaşı Caddesi 3,Çekmeköy Çavuşbaşı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,ÇEKMEKÖY,29.1727403294819,41.030674394162
Nadide Sokak 4,Nadide Soka,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-18:00,GÜNGÖREN,28.8911461830139,41.0089025188688
Ümraniye Dr. Fazıl Küçük Caddesi 5,Ümraniye Dr. Fazıl Küçük Caddes,YOL ÜSTÜ,YOL ÜSTÜ,24,08:00-17:00,ÜMRANİYE,29.1125243481899,41.0269298684413
Hat Boyu Caddesi 1,Hat Boyu Caddes,YOL ÜSTÜ,YOL ÜSTÜ,24,09:00-19:00,PENDİK,29.2338305711746,40.88012851253
Unkapanı Açık Otoparkı,Unkapanı Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,55,08:00-18:00,FATİH,28.9642008826111,41.0195899292842
Eminönü Cep Otoparkı,Eminönü Cep Otopark,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-19:00,FATİH,28.9760904316027,41.0169576758643
Cevizli Açık Otoparkı,Cevizli Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,07:00-20:00,KARTAL,29.1711846706992,40.9179041192046
Karaköy Kemankeş Caddesi 1,Karaköy Kemankeş Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-00:00,BEYOĞLU,28.9784526837874,41.0234164887299
Fatih Mütercim Asım Caddesi 1,Fatih Mütercim Asım Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-19:00,FATİH,28.9443343877792,41.0219783846296
Ressam Halim Sokak Açık Otoparkı,Ressam Halim Sokak Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,120,24 Saat,BAHÇELİEVLER,28.8640917646052,40.996474878231
Avni Akyol Bulvarı 4,Avni Akyol Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,25,09:00-19:00,BAŞAKŞEHİR,28.6887158196755,41.0715141387959
19 Mayıs Açık,19 Mayıs Açı,AÇIK OTOPARK,AÇIK OTOPARK,65,24 Saat,ŞİŞLİ,28.9940804532142,41.056333451355
Uzunçayır P+R,Uzunçayır P+,AÇIK OTOPARK,AÇIK OTOPARK,150,24 Saat,KADIKÖY,29.0580600500107,40.9987432025142
Bahçeşehir Doğa Parkı Caddesi 1,Bahçeşehir Doğa Parkı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,25,09:00-20:00,BAŞAKŞEHİR,28.6911566336691,41.0673299119546
Bayrampaşa Adapark Katlı Otoparkı,Bayrampaşa Adapark Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,650,24 Saat,BAYRAMPAŞA,28.8872194290161,41.0641450801525
Merdivenköy Açık Otoparkı,Merdivenköy Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,23,08:00-17:00,KADIKÖY,29.060645699501,40.987448512221
1293 Yavuz Selim Otomatik Otoparkı,Yavuz Selim Otomatik Otopark,KAPALI OTOPARK,KAPALI OTOPARK,60,24 Saat,FATİH,28.9529224727736,41.0232990736502
Şehremini Açık Otoparkı,Şehremini Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,30,08:00-19:00,FATİH,28.9333020173581,41.0134968049432
Bayrampaşa Devlet Hastanesi Cep Otoparkı 1,Bayrampaşa Devlet Hastanesi Cep Otopark,YOL ÜSTÜ,YOL ÜSTÜ,75,08:00-19:00,BAYRAMPAŞA,28.9031956893257,41.0414957483584
Bayrampaşa Yenidoğan Mahallesi Zemin Altı Otoparkı,Bayrampaşa Yenidoğan Mahallesi Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,120,24 Saat,BAYRAMPAŞA,28.9087543358991,41.0395060134862
Pendik Sahil İdo,Pendik Sahil İd,AÇIK OTOPARK,AÇIK OTOPARK,100,24 Saat,PENDİK,29.2370238482334,40.8755235231537
Şirinevler Meydan Zeminaltı Otoparkı,Şirinevler Meydan Zeminaltı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,400,24 Saat,BAHÇELİEVLER,28.8496286819982,40.9925266902717
Azerbaycan Dostluk Parkı Zemin Altı Otoparkı,Azerbaycan Dostluk Parkı Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,400,24 Saat,BAĞCILAR,28.8539815179886,41.0443215746298
Zeynep Kamil Hastanesi Önü 5,Zeynep Kamil Hastane Ön,YOL ÜSTÜ,YOL ÜSTÜ,39,08:00-17:00,ÜSKÜDAR,29.0252871470444,41.0155376994208
Dr.Fahri Atabey Caddesi 8,Üsküdar Dr.Fahri Atabey Caddes,YOL ÜSTÜ,YOL ÜSTÜ,23,08:00-18:00,ÜSKÜDAR,29.0194074217382,41.019189847579
Paşalimanı Sosyal Tesis Önü 3,Paşalimanı Sosyal Tesisler Ön,YOL ÜSTÜ,YOL ÜSTÜ,26,07:00-19:00,ÜSKÜDAR,29.0253373575026,41.033601776846
Ataşehir Bulvarı 20,Ataşehir Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,22,08:00-18:00,ATAŞEHİR,29.1276947278216,40.9933479050612
Küçükçekmece Fevzi Çakmak Meydanı Zemin Altı Otoparkı,Küçükçekmece Fevzi Çakmak Meydanı Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,1000,24 Saat,KÜÇÜKÇEKMECE,28.7932531936644,41.0085446963211
Ümraniye Dr.Adnan Büyükdeniz Caddesi Açık Otoparkı,Ümraniye Dr.Adnan Büyükdeniz Caddesi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,230,06:45-18:00,ÜMRANİYE,29.1118522373458,41.0320801168969
Bayrampaşa Muzaffer Öztekin Zemin Altı Otoparkı,Bayrampaşa Muzaffer Öztekin Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,400,24 Saat,BAYRAMPAŞA,28.9067765960929,41.0511236963451
Levent Büyükdere Caddesi 4,Levent Büyükdere Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,09:00-22:00,BEŞİKTAŞ,-99,-99
Emirgan Sahil 7,Emirgan Sahi,YOL ÜSTÜ,YOL ÜSTÜ,15,08:00-00:00,SARIYER,29.0575767708468,41.1070443369881
Reşitapaşa Caddesi 11,Reşitpaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:30-17:30,AVCILAR,28.7152270465458,40.9811745900338
Divan Önü 2,Bebek Arnavutköy Caddes,YOL ÜSTÜ,YOL ÜSTÜ,19,08:00-00:00,BEŞİKTAŞ,29.056932287504,41.0843327967144
Cevizli Açık Otoparkı,Cevizli Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,07:00-20:00,KARTAL,29.1711486846136,40.9179174281845
Başakşehir Metro P+R,Başakşehir Metro P+,AÇIK OTOPARK,AÇIK OTOPARK,125,07:00-18:00,BAŞAKŞEHİR,28.8009291052705,41.107371570268
Üsküdar Ünalan Açık P+R,Üsküdar Ünalan Açık P+,AÇIK OTOPARK,AÇIK OTOPARK,180,06:30-19:00,ÜSKÜDAR,29.058794778935,40.9983481796528
Maçka Açık Otoparkı,Maçka Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,110,08:00-20:00,ŞİŞLİ,28.9910309360562,41.045817301996
Belgrad Ormanı Kurt Kemeri Girişi Otoparkı,Belgrad Ormanı Kurt Kemeri Girişi Otopark,AÇIK OTOPARK,AÇIK OTOPARK,5000,06:00-00:00,EYÜP,28.9196677863534,41.1967928344884
Şişli Rumeli Caddesi Metro Yanı 1,Şişli Rumeli Caddesi Metro Yan,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-00:00,ŞİŞLİ,28.9870563332589,41.0537351622192
Belgrad Ormanı Kurt Kemeri Girişi Otoparkı,Belgrad Ormanı Kurt Kemeri Girişi Otopark,AÇIK OTOPARK,AÇIK OTOPARK,5000,06:00-00:00,EYÜP,28.9205176741653,41.1970264007371
Pendik Yenişehir Mustafa Akyol Sokak 2,Pendik Yenişehir Mustafa Akyol Soka,YOL ÜSTÜ,YOL ÜSTÜ,115,08:00-19:00,PENDİK,29.3079115329347,40.9270358315771
Halkalı Mahallesi Zemin Altı Otoparkı,Halkalı Mahallesi  Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,347,24 Saat,KÜÇÜKÇEKMECE,28.7848154047482,41.0358298706201
Bülent Ecevit Kültür Merkezi Açık Otoparkı,Bülent Ecevit Kültür Merkezi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,277,09:00-19:00,KARTAL,29.1970078361443,40.8854464636483
Yamanevler P+R Açık Otoparkı,Yamanevler P+R Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,08:00-19:00,ÜMRANİYE,29.105671852082,41.0260683915105
Pendik Sahil Engelliler Merkez Önü,Pendik Sahil Engelliler Merkez Ön,AÇIK OTOPARK,AÇIK OTOPARK,100,24 Saat,PENDİK,29.2330900330924,40.8733684846933
Miniatürk Çadır Açık Otoparkı,Miniatürk Çadır Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,250,24 Saat,BEYOĞLU,28.9502120388313,41.0587435307513
Gedikpaşa Açık Otoparkı,Gedikpaşa Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,175,24 Saat,FATİH,28.9637096267094,41.0073123357648
Bayrampaşa Altıntepsi Zemin  Altı Otoparkı,Bayrampaşa Altıntepsi Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,110,24 Saat,BAYRAMPAŞA,28.9067464587186,41.0382110158253
Ümraniye Toya Sokak 2,Ümraniye Toya Soka,YOL ÜSTÜ,YOL ÜSTÜ,34,07:45-17:00,ÜMRANİYE,29.1150975405449,41.02613051458
Ümraniye Toya Sokak 3,Ümraniye Toya Soka,YOL ÜSTÜ,YOL ÜSTÜ,34,07:45-17:00,ÜMRANİYE,29.1151310681576,41.026084986127
Ümraniye Okan Sokak Zeminaltı Otoparkı,Ümraniye  Okan Sokak Zeminaltı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,125,24 Saat,ÜMRANİYE,29.0911258695497,41.028778337696
Cemal Kamacı Spor Kompleksi Zemin Altı Otoparkı,Cemal Kamacı Spor Kompleksi Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,510,24 Saat,KAĞITHANE,28.9586859011259,41.0537869010329
İcadiye Açık Otoparkı,İcadiye Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,135,07:00-18:00,ÜSKÜDAR,29.0427961631656,41.0248455789954
Çekmeköy Mimar Sinan Caddesi 3,Çekmeköy Mimar Sinan Caddes,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-19:00,ÇEKMEKÖY,29.1763980638423,41.032700826397
Kalamış Parkı Yol Üstü 2,Kalamış Parkı Yol Üst,YOL ÜSTÜ,YOL ÜSTÜ,25,09:00-19:00,KADIKÖY,29.0364496713435,40.9692532913464
