PARK_NAME,LOCATION_NAME,PARK_TYPE_ID,PARK_TYPE_DESC,CAPACITY_OF_PARK,WORKING_TIME,COUNTY_NAME,LONGITUDE,LATITUDE
Bağcılar Göztepe Zemin Altı,Bağcılar Göztepe Zemin Alt,KAPALI OTOPARK,KAPALI OTOPARK,120,24 Saat,BAĞCILAR,28.8354305719794,41.0564331827691
Sabancı Öğretmenevi Açık Otoparkı,Sabancı Öğretmenevi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,350,24 Saat,BEYKOZ,29.0688869508228,41.0793995821568
Küçüksu Kasrı Açık Otoparkı,Küçüksu Kasrı Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,200,07:00-23:00,BEYKOZ,29.0655611359131,41.0785592750628
Azapkapı Haliç Metro Otoparkı,Azapkapı Haliç Metro Otopark,AÇIK OTOPARK,AÇIK OTOPARK,130,24 Saat,ŞİŞLİ,28.9687443288828,41.0241885818196
Ataşehir Umut Sokak Açık Otoparkı,Ataşehir Umut Sokak Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,60,08:00-18:00,ATAŞEHİR,29.1013688141632,40.9720450780398
Ümraniye Toya Sokak 1,Ümraniye Toya Soka,YOL ÜSTÜ,YOL ÜSTÜ,34,07:45-17:00,ÜMRANİYE,29.1137750926334,41.0263086617048
Yeşilce Zemin Altı Katlı Otoparkı,Yeşilce Zemin Altı Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,769,24 Saat,KAĞITHANE,29.0027566533069,41.093723783633
Kartal Savarona Sahil Cep,Kartal Savarona Sahil Ce,AÇIK OTOPARK,AÇIK OTOPARK,60,07:00-18:00,KARTAL,29.1821139433891,40.885938536883
Suadiye Sahil Açık Otoparkı,Suadiye Sahil Açık  Otopark,AÇIK OTOPARK,AÇIK OTOPARK,104,24 Saat,KADIKÖY,29.0798621713301,40.9559517784307
Bahçelievler Devlet Hastanesi Yanı Katlı Otoparkı 2,Bahçelievler Devlet Hastanesi Yanı Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,740,24 Saat,BAHÇELİEVLER,28.844041986263,41.0072185283518
Kadıköy Sahil Açık Otopark 2,Kadıköy Sahil Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,50,24 Saat,KADIKÖY,29.021775817102,40.9911378886129
Bostancı Metro Yol Üstü Otoparkı,Bostancı Metro Yol Üstü  Otopark,YOL ÜSTÜ,YOL ÜSTÜ,20,10:00-22:00,KADIKÖY,29.0966746987808,40.952198939689
Bahçelievler Soğanlı Zemin Altı Otoparkı,Bahçelievler Soğanlı Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,663,24 Saat,BAHÇELİEVLER,28.858173123526,41.0152872949501
Kirazlı Metro Durağı P+R,Kirazlı Metro Durağı P+,AÇIK OTOPARK,AÇIK OTOPARK,650,24 Saat,BAĞCILAR,28.842225954775,41.0311288599712
Beyoğlu İnönü Caddesi 6,İnönü Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-20:00,BEYOĞLU,28.9873333987001,41.0358333354863
Ahmet Fetgari Sk.,Ahmet Fetgeri-Camii Soka,YOL ÜSTÜ,YOL ÜSTÜ,21,08:00-19:00,ŞİŞLİ,28.9942028111378,41.050020025891
Mim Kemal Öke Caddesi 1,Mim Kemal Ök,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-19:00,ŞİŞLİ,28.9903710135295,41.050105358229
Mim Kemal Öke Caddesi 2,Mim Kemal Ök,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-19:00,ŞİŞLİ,28.9911902711766,41.0493614231984
Maçka Caddesi 2,Şişli Maçka Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-00:00,ŞİŞLİ,28.9930413379695,41.0459901024179
Maçka Caddesi 3,Şişli Maçka Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-00:00,ŞİŞLİ,28.9935805622589,41.0453009048286
Taşkışla Caddesi 1,Şişli Taşkışla Caddes,YOL ÜSTÜ,YOL ÜSTÜ,17,08:00-20:00,ŞİŞLİ,28.9913277384686,41.0479459523351
Kurtuluş Caddesi 4,Kurtuluş Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-18:00,ŞİŞLİ,28.9821351527487,41.0499674365469
Kurtuluş Caddesi 5,Kurtuluş Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,ŞİŞLİ,28.9812607586555,41.0489303452746
Şişli Silahşör Caddesi 1,Şişli Silahşör Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,ŞİŞLİ,28.9835577246968,41.0571563997977
Yıldızposta Caddesi 6,Yıldızposta Caddes,YOL ÜSTÜ,YOL ÜSTÜ,52,08:00-18:00,BEŞİKTAŞ,29.0085647691891,41.0655239712901
Yıldızposta Caddesi 9,Yıldızposta Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-18:00,BEŞİKTAŞ,29.0059412710555,41.0663668895065
Vefa Bayırı Sokak 1,Vefa Bayırı Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,BEŞİKTAŞ,29.0089320264214,41.0648088429101
Alemdağ Caddesi 1,Alemdağ Caddes,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-19:00,ÜMRANİYE,29.0999132651654,41.0250710710964
Nispetiye Caddesi 1,Nispetiye Caddes,YOL ÜSTÜ,YOL ÜSTÜ,23,08:00-19:00,BEŞİKTAŞ,29.0182192741601,41.0753115872474
Levent Çarşı 2,Levent Çarş,YOL ÜSTÜ,YOL ÜSTÜ,23,08:00-19:00,BEŞİKTAŞ,29.015305282336,41.0758420371335
Levent Dünya Göz Önü 1,Dünya Göz Hastanesi Ön,YOL ÜSTÜ,YOL ÜSTÜ,19,08:00-19:00,BEŞİKTAŞ,29.0180833877862,41.073330897332
Bosna Bulvarı 3,Ümraniye Bosna Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,35,08:00-19:00,ÜMRANİYE,29.0834659337997,41.0256147180259
Afiyet Hastanesi Önü 1,Ümraniye Afiyet Hastanesi Ön,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-18:00,ÜMRANİYE,29.0840920688961,41.0241193216294
Akçam Sokak (İş Bankası Önü) 1,Akçam Sokak (İş Bankası Önü,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,BEŞİKTAŞ,29.0080873062634,41.0866406858706
Hakimiyet-i Milliye Caddesi 4,Üsküdar Hakimiyet-i Milliye Caddes,YOL ÜSTÜ,YOL ÜSTÜ,21,08:00-19:00,ÜSKÜDAR,29.0155765414238,41.0241820630618
Perşembe Pazarı 1,Karaköy Perşembe Pazar,YOL ÜSTÜ,YOL ÜSTÜ,32,08:00-18:00,BEYOĞLU,28.9708827265182,41.0234966570052
Divan Önü 1,Bebek Arnavutköy Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-00:00,BEŞİKTAŞ,29.0457175223297,41.0702813705886
Yeşil Vadi Sokak 4,Yeşil Vadi Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,ATAŞEHİR,29.1058243767132,40.9670716467853
Prof.Cemil Birsel Yokuşu 1,Prof.Dr.Cemil Birsel Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,07:00-18:00,FATİH,28.9671315420327,41.0179393988833
Ragıp Gümüşpala Camii Önü 2,Ragıp Gümüşpala Caddesi (Camii Önü,YOL ÜSTÜ,YOL ÜSTÜ,36,08:00-18:00,FATİH,28.9631964794009,41.0205909977786
Kabasakal Medrese Önü,Kabasakal Medrese Ön,AÇIK OTOPARK,AÇIK OTOPARK,65,08:00-02:00,FATİH,28.97890540407,41.0061732093938
Çağlayan 2,Çağlayan Vatan Caddes,YOL ÜSTÜ,YOL ÜSTÜ,60,08:00-18:00,KAĞITHANE,28.9818158925228,41.0769835779501
Dalbastı Sokak 1,Sultanahmet Turist Otopark,YOL ÜSTÜ,YOL ÜSTÜ,250,08:00-21:00,FATİH,28.9786523156457,41.0061751910245
Kartal Üsküdar Caddesi 1,Kartal Üsküdar Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,KARTAL,29.1835861669033,40.8890010214122
Cihannuma Yol Üstü 2,Cihannuma Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,75,08:00-23:00,BEŞİKTAŞ,29.0093862165969,41.0488910763028
Cihannuma Yol Üstü 3,Cihannuma Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,75,08:00-23:00,BEŞİKTAŞ,29.0091871493428,41.0481872205022
Cihannuma Yol Üstü 6,Cihannuma Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-23:00,BEŞİKTAŞ,29.0088712092774,41.0452461892141
Beykoz Yalıköy 1,Beykoz-Yalıkö,YOL ÜSTÜ,YOL ÜSTÜ,26,09:00-18:00,BEYKOZ,29.0886092202278,41.135564870372
Kanlıca Barış Manço Caddesi 1,Kanlıca Barış Manço Caddes,YOL ÜSTÜ,YOL ÜSTÜ,18,09:00-19:00,BEYKOZ,29.066208971994,41.1001218927195
Oda Kule Önü 2,Odakule Ön,YOL ÜSTÜ,YOL ÜSTÜ,30,07:00-00:00,BEYOĞLU,28.9749682156837,41.0322461629038
Su Terazisi Sokak,Su Terazisi Soka,YOL ÜSTÜ,YOL ÜSTÜ,22,08:00-18:00,FATİH,28.9726776025518,41.0045807210557
Aksaray Caddesi 1,Aksaray Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-18:00,FATİH,28.9543879613902,41.0077334580615
Aksaray Caddesi 2,Aksaray Caddes,YOL ÜSTÜ,YOL ÜSTÜ,31,08:00-18:00,FATİH,28.9549925352072,41.0088303270062
Türbedar Sokak,Türbedar Soka,YOL ÜSTÜ,YOL ÜSTÜ,35,07:00-17:00,FATİH,28.9724379883571,41.0089437566607
Siyavuş Paşa Sokak,Siyavuş Paşa Soka,YOL ÜSTÜ,YOL ÜSTÜ,18,07:30-18:00,FATİH,28.9660103528594,41.0153209172544
Kadıköy Eğitim Mahallesi Açık Otoparkı,Kadıköy Eğitim Mahallesi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,50,08:00-19:00,KADIKÖY,29.0425933816987,40.9923532354129
Fevzipaşa Caddesi 4,Fevzipaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,26,08:00-19:00,FATİH,28.950696909504,41.0166492325389
Fevzipaşa Caddesi 12,Fevzipaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,FATİH,28.9472841009953,41.0200360261
Başkomutan Caddesi 2,Başkomutan Caddes,YOL ÜSTÜ,YOL ÜSTÜ,100,09:00-17:30,SİLİVRİ,28.2458668556303,41.0741005683343
Başkomutan Caddesi 5,Başkomutan Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,09:00-17:30,SİLİVRİ,28.2486526121714,41.0734997438994
Çırağan Sarayı Yol Üstü 1,Çırağan Sarayı Yol Üst,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-23:00,BEŞİKTAŞ,29.0162684593892,41.0448096163923
Cihangir Caddesi 2,Cihangir Caddes,YOL ÜSTÜ,YOL ÜSTÜ,70,09:00-20:00,BEYOĞLU,28.9866401855668,41.0312520349405
Eski Salı Pazarı 1,Eski Salı Pazar,AÇIK OTOPARK,AÇIK OTOPARK,760,24 Saat,KADIKÖY,29.0334696731641,40.9905799188888
Etyemez Tekkesi Sokak 2,Etyemez Tekkesi Soka,YOL ÜSTÜ,YOL ÜSTÜ,59,08:00-17:00,FATİH,28.9366560828552,41.0029341019473
İmç Önü 8,İm,YOL ÜSTÜ,YOL ÜSTÜ,35,08:30-18:30,FATİH,28.9590951452881,41.0201366525684
Horhor Caddesi Üzeri Cep 1,Horhor Caddesi Üzeri Ce,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,FATİH,28.9518573153197,41.0142025900192
Millet Caddesi 2,Millet Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,07:30-18:30,FATİH,28.9457781051854,41.0100998055265
Kasım Sokak 2,Güngören Kasım Soka,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,GÜNGÖREN,28.886257568731,41.0091756891742
Kasım Sokak 3,Güngören Kasım Soka,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,GÜNGÖREN,28.888097244593,41.0095399869678
Sabancı Öğretmen Evi Önü 1,Sabancı Öğretmen Evi Ön,YOL ÜSTÜ,YOL ÜSTÜ,27,09:00-20:00,BEYKOZ,29.0653946484149,41.079303134973
Yeşilköy İstasyon Caddesi 2,Yeşilköy İstasyon Caddes,YOL ÜSTÜ,YOL ÜSTÜ,35,08:00-18:00,BAKIRKÖY,28.8248261886532,40.9618791918256
Yeşilköy İstasyon Caddesi 5,Yeşilköy İstasyon Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,BAKIRKÖY,28.8233813015516,40.9598146793368
Yeşilköy İstasyon Caddesi 6,Yeşilköy İstasyon Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,BAKIRKÖY,28.8231015016162,40.9594651936517
Reşitapaşa Caddesi 1,Reşitpaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:30-17:30,AVCILAR,28.7187442759328,40.9805253780395
Gürpınar Yolu Caddesi 1,Gürpınar Yolu Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,BEYLİKDÜZÜ,28.6275832039646,41.0185711653702
Gürpınar Yolu Caddesi 4,Gürpınar Yolu Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-18:00,BEYLİKDÜZÜ,28.6274288238873,41.0177784644351
Acıbadem P+R 1,Acıbadem P+,YOL ÜSTÜ,YOL ÜSTÜ,80,06:00-17:00,ÜSKÜDAR,29.05993377855,41.0136493616545
Emirgan Sahil 1,Emirgan Sahi,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-00:00,SARIYER,29.0571677343043,41.1059939369756
Kartal İdo Açık Otoparkı,Kartal İdo Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,90,24 Saat,KARTAL,29.1880633493854,40.8873395511242
İshakpaşa Caddesi,İshakPaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,200,08:00-02:00,FATİH,28.9814928372387,41.0080509671786
Levent Metro Yer Altı Otoparkı,Levent Metro Yer Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,100,07:30-19:30,BEŞİKTAŞ,29.0106559103638,41.0811486773446
Eminönü Açık Otoparkı,Eminönü Açı,AÇIK OTOPARK,AÇIK OTOPARK,300,24 Saat,FATİH,28.9690391064942,41.0189586751658
Bostancı Açık,Bostancı Açı,AÇIK OTOPARK,AÇIK OTOPARK,375,24 Saat,KADIKÖY,29.0901840939693,40.9523622036885
Beşiktaş Halk Pazarı 1,Beşiktaş Halk Pazar,KAPALI OTOPARK,KAPALI OTOPARK,200,24 Saat,BEŞİKTAŞ,29.0006257751308,41.0497088077806
Kutlugün Sokak 1,Kutlugün Soka,YOL ÜSTÜ,YOL ÜSTÜ,200,08:00-02:00,FATİH,28.9811457957634,41.0070033341579
Paşalimanı Caddesi 1,Paşalimanı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,07:00-17:00,ÜSKÜDAR,29.0235417812891,41.0324278613707
Hacı Pervane Caddesi 1,Silivri Hacı Pervane Caddes,YOL ÜSTÜ,YOL ÜSTÜ,35,09:00-17:30,SİLİVRİ,28.2477600281462,41.0744385757197
Kalamış Fener Caddesi 1,Kalamış Fener Caddes,YOL ÜSTÜ,YOL ÜSTÜ,26,09:00-19:00,KADIKÖY,29.0398761698559,40.9723742783255
Eski Salı Pazarı,Eski Salı Pazar,AÇIK OTOPARK,AÇIK OTOPARK,760,24 Saat,KADIKÖY,29.0333458664072,40.9907026712811
Nadide Sokak 1,Nadide Soka,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-18:00,GÜNGÖREN,28.8907599449158,41.0094469767614
Güneş Plajı 1,Güneş Plajı ,AÇIK OTOPARK,AÇIK OTOPARK,250,24 Saat,BAKIRKÖY,28.7903692226487,40.9715600499029
Beşiktaş Barbaros Bulvarı Taksi Durağı,Beşiktaş Barboros Bulvarı Taksi Durağ,TAKSİ PARK,TAKSİ PARK,10,07:00-17:00,BEŞİKTAŞ,29.0071029305494,41.0428187170476
Kalamış Açık Otoparkı,Kalamış Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,170,24 Saat,KADIKÖY,29.0360069274902,40.9685576207815
Eminönü Açık Otoparkı,Eminönü Açı,AÇIK OTOPARK,AÇIK OTOPARK,280,24 Saat,FATİH,28.9692768408793,41.0184137869714
Kadıköy Açık Otoparkı,Kadıköy Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,1004,24 Saat,KADIKÖY,29.0184447419548,40.9899909968514
Merter Katlı Otoparkı,Merter Katl,KAPALI OTOPARK,KAPALI OTOPARK,1000,24 Saat,GÜNGÖREN,28.8873910903931,41.0091636163379
Karaköy Katlı,Karaköy Katl,KAPALI OTOPARK,KAPALI OTOPARK,600,24 Saat,BEYOĞLU,28.9772501409749,41.0229402951222
Fatih Katlı Otoparkı,Fatih Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,118,24 Saat,FATİH,28.9396639838227,41.0197286892249
Suadiye Cep Açık Otoparkı,Suadiye Ce,AÇIK OTOPARK,AÇIK OTOPARK,130,24 Saat,KADIKÖY,29.0734045417536,40.9585591053446
Vali Konağı Müze Önü 1,Vali Konağı Caddesi Müze Ön,YOL ÜSTÜ,YOL ÜSTÜ,35,08:00-19:00,ŞİŞLİ,28.9882120800959,41.0494579175707
Hidiv Kasrı,Hıdiv Kasr,AÇIK OTOPARK,AÇIK OTOPARK,130,08:00-23:00,BEYKOZ,29.0755519632817,41.1034800086367
Ebu Suut Caddesi 1,Ebu Suut Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,FATİH,28.9763924538999,41.012969742489
Kore Şehitleri Caddesi - Yüzbaşı Kaya Aldağon Sokak 4,Kore Şehitleri Caddesi - Yüzbaşı Kaya Aldağon Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,07:00-17:00,ŞİŞLİ,29.0116120328575,41.0715743916453
Yeşilyurt Çarşı 3,Yeşilyurt Çarş,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,BAKIRKÖY,28.8379358175919,40.9643809578392
Fatih Su Yolu Sokak 1,Fatih Su Yolu Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-22:00,FATİH,28.9540594985905,41.0161648948098
Fatih Su Yolu Sokak 2,Fatih Su Yolu Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-22:00,FATİH,28.9541522394258,41.0166520896524
Münir Nurettin Selçuk Caddesi 15,Münir Nurettin Selçuk Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,09:00-18:00,KADIKÖY,29.0400183181445,40.9788202609784
Sıracevizler Caddesi Yol Üstü 4,Şişli Sıracevizler Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,ŞİŞLİ,28.9841634292099,41.0598012396442
Eski Büyükdere Caddesi 1,Eski Büyükdere Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,KAĞITHANE,29.0062693981217,41.0881222691293
Gazi Umur Paşa Sokak 6,Gazi Umur Paşa Soka,YOL ÜSTÜ,YOL ÜSTÜ,42,08:00-18:00,BEŞİKTAŞ,29.0109362691402,41.0586236902266
Çapa Yol Üstü Otoparkı 1,Çapa Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,30,07:00-19:00,FATİH,28.9309891714305,41.0167852916899
Eyüp Tekke Parkı,Eyüp Tekke Park,AÇIK OTOPARK,AÇIK OTOPARK,70,08:00-19:00,EYÜP,28.9397962457675,41.0564862110081
Tarabya Açık Otoparkı,Tarabya Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,24 Saat,SARIYER,29.0517569676763,41.1381443882869
Eyüp İstanbul Caddesi 4,Eyüp İstanbul Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,09:00-19:00,EYÜP,28.8898819017231,41.1764729732221
Maçka Katlı Otoparkı,Maçka Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,508,24 Saat,ŞİŞLİ,28.9902057964602,41.048136550899
Mete Caddesi 3,Mete Caddes,YOL ÜSTÜ,YOL ÜSTÜ,35,07:30-20:30,BEYOĞLU,28.9880214120353,41.0384142241513
Matbaacılar Sitesi Yanı,Matbaacılar Sitesi Yan,AÇIK OTOPARK,AÇIK OTOPARK,250,07:00-19:00,ZEYTİNBURNU,28.9182994145558,41.0233056453673
Yenikapı Marmaray Taksi Durağı,Yenikapı Marmaray Taksi Durağ,TAKSİ PARK,TAKSİ PARK,20,07:00-18:00,FATİH,28.9518016576767,41.0064432942694
Şehzadebaşı Caddesi 1,Şehzadebaşı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,07:00-19:00,FATİH,28.9580063593037,41.0127437614198
Kazlıçeşme Marmaray Açık Otoparkı 2,Kazlıçeşme Marmaray Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,700,24 Saat,ZEYTİNBURNU,28.9164923338064,40.9922322731924
Kirazlı Metro Durağı P+R,Kirazlı Metro Durağı P+,AÇIK OTOPARK,AÇIK OTOPARK,650,24 Saat,BAĞCILAR,28.8417791173274,41.0330978614511
Alibeyköy Cep Otogarı Otobüs Otoparkı,Alibeyköy Cep Otogarı Otobüs Otopark,AÇIK OTOPARK,AÇIK OTOPARK,116,24 Saat,EYÜP,28.9449815819485,41.0877762255869
Üsküdar Ünalan Açık P+R,Üsküdar Ünalan Açık P+,AÇIK OTOPARK,AÇIK OTOPARK,180,06:30-19:00,ÜSKÜDAR,29.060452580452,40.997872735968
Tuzla İdo,Tuzla İdo İskeles,AÇIK OTOPARK,AÇIK OTOPARK,300,24 Saat,TUZLA,29.3036445339446,40.8150088134286
Kadıköy Metro Yol Üstü 2,Kadıköy Metro Yol Üst,YOL ÜSTÜ,YOL ÜSTÜ,25,06:30-23:00,KADIKÖY,29.0217040367545,40.9899147235396
Fatih Minibüs Depolama Alanı,Fatih Minübüs Depolama Alanı / A40 Alibeyköy-Aksara,MİNİBÜS PARK,MİNİBÜS PARK,119,07:00-18:00,FATİH,28.9469441351738,41.0130242136156
Selim Sırrı Tarcan Katlı Otoparkı,Selim Sırrı Tarcan Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,150,24 Saat,ŞİŞLİ,28.9980129749701,41.0731471591264
Bayrampaşa Nikah Dairesi Otoparkı,Bayrampaşa Nikah Dairesi Otopark,KAPALI OTOPARK,KAPALI OTOPARK,190,24 Saat,BAYRAMPAŞA,28.9130437374115,41.0431703036577
Rumeli Caddesi 6,Şişli Rumeli Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-23:00,ŞİŞLİ,28.991334434127,41.0518530035512
Bayrampaşa Muratpaşa Yer Altı Otoparkı,Bayrampaşa Muratpaşa Yer Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,300,24 Saat,BAYRAMPAŞA,28.9081981991292,41.0470146103079
Çekmeköy Çavuşbaşı Caddesi 1,Çekmeköy Çavuşbaşı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,ÇEKMEKÖY,29.1724856900986,41.0303729442975
EGS Blokları Açık Otoparkı,EGS Blokları Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,350,24 Saat,BAKIRKÖY,28.8353911042213,40.98631063546
Altunizade Açık Otopark,Altunizade Açık Otopar,AÇIK OTOPARK,AÇIK OTOPARK,80,08:00-19:00,ÜSKÜDAR,29.0394911170006,41.0245442767946
Yenikapı Marmaray Büyük Otoparkı,Yenikapı Marmaray Büyük Otopark,AÇIK OTOPARK,AÇIK OTOPARK,350,24 Saat,FATİH,28.9506012947387,41.0057551467446
Yenikapı Marmaray Küçük Otoparkı,Yenikapı Marmaray Küçük Otopark,AÇIK OTOPARK,AÇIK OTOPARK,200,24 Saat,FATİH,28.9515739830515,41.0049568024718
Nispetiye Caddesi Açık Otoparkı,Nispetiye Caddesi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,90,08:00-19:00,BEŞİKTAŞ,29.0177193407245,41.0735048337776
Haliç Sosyal Tesisleri Otoparkı,Haliç Sosyal Tesisleri Otopark,AÇIK OTOPARK,AÇIK OTOPARK,60,07:30-00:00,FATİH,28.9572405370038,41.0277372163962
Sabancı Öğretmenevi Açık Otoparkı,Sabancı Öğretmenevi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,350,07:30-23:00,BEYKOZ,29.0673535830189,41.0810906777251
Damla Sokak 1,Damla Soka,YOL ÜSTÜ,YOL ÜSTÜ,17,08:00-18:30,ŞİŞLİ,29.0003845095634,41.0671926420455
Fatih Halıcılar Caddesi 1,Fatih Halıcılar Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,09:00-19:00,FATİH,28.9482262730598,41.0182851861138
Şişli Ali Kaya Sokak 1,Şişli Ali Kaya Soka,YOL ÜSTÜ,YOL ÜSTÜ,50,07:00-18:00,ŞİŞLİ,29.0100899530255,41.0798759872551
Avcılar Meydanı Açık Otoparkı,Avcılar Meydan Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,600,24 Saat,AVCILAR,28.7216091156006,40.983818171315
Kartal Köprüsü Kavşağı P+R,Kartal Köprüsü Kavşağı  P+,AÇIK OTOPARK,AÇIK OTOPARK,135,06:00-17:00,KARTAL,29.2065685987473,40.9075693128331
Avni Akyol Bulvarı 7,Avni Akyol Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,25,09:00-19:00,BAŞAKŞEHİR,28.6854883151754,41.070025875213
Fulya Açık Otoparkı,Fulya Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,80,08:00-22:00,BEŞİKTAŞ,28.999802791782,41.0564978198988
Haydarpaşa Katlı Otoparkı,Haydarpaşa Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,840,24 Saat,ÜSKÜDAR,29.0254819393158,41.0050992841806
Üsküdar Belediyesi Yeraltı Otoparkı,Üsküdar Belediyesi Yeraltı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,197,24 Saat,ÜSKÜDAR,29.0193101763725,41.0206448097112
Bağlarbaşı Katlı Otoparkı,Bağlarbaşı Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,130,24 Saat,ÜSKÜDAR,29.0346497297287,41.0251877577304
Fatih Kütüphane Açık Otoparkı 2,Fatih Kütüphane Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,35,08:00-20:00,FATİH,28.9494129802795,41.0166835870469
Okan Üniversitesi Zemin Altı Otoparkı,Okan Üniversitesi Hastanesi Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,300,07:00-23:00,TUZLA,29.3017601966858,40.8494139296324
Sultangazi Zemin Altı Otoparkı,Sultangazi Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,104,24 Saat,SULTANGAZİ,28.8648789618908,41.0944117859861
Harbiye Cumhuriyet Caddesi Yol Üstü Otoparkı 3,Harbiye Cumhuriyet Caddesi Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-18:00,ŞİŞLİ,28.9863416359333,41.0426427651563
