ilce,mahalle,nufus_yogunlugu,nufus,yuzolcumu,maliyet
FATIH,SUMBULEFENDI,53145.0,17016,0.32,348000
FATIH,YAVUZ SULTAN SELIM,52339.0,18294,0.35,348000
FATIH,DERVIS ALI,51074.0,18632,0.36,348000
FATIH,SEHREMINI,47657.0,22028,0.46,348000
FATIH,ZEYREK,47237.0,14769,0.31,348000
FATIH,KOCAMUSTAFAPASA,43941.0,21851,0.5,348000
FATIH,MEVLANAKAPI,43577.0,20470,0.47,348000
FATIH,MOLLAGURANI,41107.0,18296,0.45,348000
FATIH,ISKENDERPASA,39543.0,16686,0.42,348000
FATIH,HASEKISULTAN,39020.0,11377,0.29,348000
FATIH,ALI KUSCU,36301.0,11253,0.31,348000
FATIH,BALAT,34016.0,13802,0.41,348000
FATIH,NISANCA,32986.0,6866,0.21,348000
FATIH,KARAGUMRUK,32722.0,11640,0.36,348000
FATIH,CIBALI,29292.0,8057,0.28,348000
FATIH,AYVANSARAY,28594.0,17777,0.62,348000
FATIH,SARACISHAK,25357.0,1700,0.067,348000
FATIH,YEDIKULE,22294.0,17399,0.78,348000
FATIH,MUHSINEHATUN,20349.0,2576,0.13,348000
FATIH,EMINSINAN,18549.0,1225,0.066,348000
FATIH,KATIP KASIM,18164.0,3069,0.17,348000
FATIH,TOPKAPI,17917.0,11429,0.64,348000
FATIH,SEHSUVARBEY,16859.0,2557,0.15,348000
FATIH,MOLLAHUSREV,14630.0,1301,0.089,348000
FATIH,KALENDERHANE,12590.0,1673,0.13,348000
FATIH,AKSARAY,12144.0,11758,0.97,348000
FATIH,CERRAHPASA,11002.0,9147,0.83,348000
FATIH,BINBIRDIREK,10557.0,1671,0.16,348000
FATIH,KUCUKAYASOFYA,10248.0,2594,0.25,348000
FATIH,MIMAR HAYRETTIN,8082.0,888,0.11,348000
FATIH,HOCA GIYASETTIN,8064.0,697,0.086,348000
FATIH,YAVUZSINAN,4958.0,252,0.051,348000
FATIH,HACIKADIN,4044.0,414,0.1,348000
FATIH,SULTANAHMET,3844.0,783,0.2,348000
FATIH,ALEMDAR,3489.0,488,0.14,348000
FATIH,KEMALPASA,3433.0,618,0.18,348000
FATIH,DEMIRTAS,2858.0,242,0.085,348000
FATIH,MIMAR KEMALETTIN,2786.0,411,0.15,348000
FATIH,MESIHPASA,2635.0,206,0.078,348000
FATIH,TAYAHATUN,2551.0,131,0.051,348000
FATIH,SULEYMANIYE,2457.0,709,0.29,348000
FATIH,CANKURTARAN,2171.0,1909,0.88,348000
FATIH,BALABANAGA,1284.0,146,0.11,348000
FATIH,HOCAPASA,1178.0,360,0.31,348000
FATIH,BEYAZIT,1027.0,114,0.11,348000
FATIH,MOLLAFENARI,902.0,135,0.15,348000
FATIH,MERCAN,581.0,48,0.083,348000
FATIH,TAHTAKALE,510.0,24,0.047,348000
FATIH,SURURI,477.0,30,0.063,348000
FATIH,HOBYAR,407.0,82,0.2,348000
FATIH,RUSTEMPASA,242.0,25,0.1,348000
FATIH,SARIDEMIR,132.0,14,0.11,348000
GAZIOSMANPASA,SEMSIPASA,68734.0,24409,0.36,387000
GAZIOSMANPASA,HURRIYET,61812.0,28739,0.46,387000
GAZIOSMANPASA,KARLITEPE,59473.0,19517,0.33,387000
GAZIOSMANPASA,BARBAROS HAYRETTIN PASA,54978.0,50748,0.92,387000
GAZIOSMANPASA,KÂZIM KARABEKIR,53352.0,47072,0.88,387000
GAZIOSMANPASA,KARADENIZ,53003.0,73225,1.4,387000
GAZIOSMANPASA,BAGLARBASI,44858.0,28843,0.64,387000
GAZIOSMANPASA,PAZARICI,43245.0,12622,0.29,387000
GAZIOSMANPASA,YENIMAHALLE,41542.0,36751,0.88,387000
GAZIOSMANPASA,SARIGOL,41443.0,25095,0.61,387000
GAZIOSMANPASA,FEVZI CAKMAK,37646.0,22748,0.6,387000
GAZIOSMANPASA,YILDIZTABYA,36586.0,25602,0.7,387000
GAZIOSMANPASA,MERKEZ,34348.0,29266,0.85,387000
GAZIOSMANPASA,YENIDOGAN,27603.0,8878,0.32,387000
GAZIOSMANPASA,KARAYOLLARI,26385.0,40628,1.5,387000
GAZIOSMANPASA,MEVLANA,24214.0,23816,0.98,387000
GUNGOREN,MARESAL FEVZI CAKMAK,86603.0,31630,0.37,273000
GUNGOREN,AKINCILAR,82208.0,21045,0.26,273000
GUNGOREN,GUNESTEPE,69528.0,51759,0.74,273000
GUNGOREN,MERKEZ,60285.0,47371,0.79,273000
GUNGOREN,HAZNEDAR,59767.0,21298,0.36,273000
GUNGOREN,GUVEN,56468.0,18004,0.32,273000
GUNGOREN,GENCOSMAN,32245.0,40525,1.3,273000
GUNGOREN,ABDURRAHMAN NAFIZ GURMAN,31476.0,22696,0.72,273000
GUNGOREN,TOZKOPARAN,26133.0,19086,0.73,273000
GUNGOREN,SANAYI,19063.0,13369,0.7,273000
GUNGOREN,MEHMET NEZIH OZMEN,10525.0,10184,0.97,273000
KADIKOY,FENERYOLU,24161.0,24488,1.0,567000
KADIKOY,KOZYATAGI,23691.0,34164,1.4,567000
KADIKOY,ERENKOY,23013.0,31098,1.4,567000
KADIKOY,SAHRAYICEDIT,22699.0,30833,1.4,567000
KADIKOY,19 MAYIS,22695.0,30310,1.3,567000
KADIKOY,ACIBADEM,20983.0,30549,1.5,567000
KADIKOY,GOZTEPE,19792.0,35260,1.8,567000
KADIKOY,MERDIVENKOY,19764.0,33166,1.7,567000
KADIKOY,CAFERAGA,19324.0,23977,1.2,567000
KADIKOY,HASANPASA,19249.0,15577,0.81,567000
KADIKOY,BOSTANCI,17671.0,31450,1.8,567000
KADIKOY,RASIMPASA,17111.0,14276,0.83,567000
KADIKOY,FIKIRTEPE,16921.0,9025,0.53,567000
KADIKOY,OSMANAGA,15693.0,8466,0.54,567000
KADIKOY,SUADIYE,15157.0,22484,1.5,567000
KADIKOY,DUMLUPINAR,14157.0,10985,0.78,567000
KADIKOY,EGITIM,14026.0,13438,0.96,567000
KADIKOY,ZUHTUPASA,12188.0,8095,0.66,567000
KADIKOY,KOSUYOLU,11217.0,7839,0.7,567000
KADIKOY,CADDEBOSTAN,11012.0,18316,1.7,567000
KADIKOY,FENERBAHCE,10440.0,17657,1.7,567000
KAGITHANE,HARMANTEPE,75102.0,22007,0.29,516000
KAGITHANE,GULTEPE,72930.0,13810,0.19,516000
KAGITHANE,CELIKTEPE,63390.0,32935,0.52,516000
KAGITHANE,ORTABAYIR,61544.0,22994,0.37,516000
KAGITHANE,SIRINTEPE,57953.0,21823,0.38,516000
KAGITHANE,YAHYA KEMAL,51900.0,17746,0.34,516000
KAGITHANE,TELSIZLER,51586.0,11774,0.23,516000
KAGITHANE,SANAYI,49207.0,36381,0.74,516000
KAGITHANE,HURRIYET,44854.0,20219,0.45,516000
KAGITHANE,EMNIYET,44216.0,8390,0.19,516000
KAGITHANE,GURSEL,35434.0,30033,0.85,516000
KAGITHANE,NURTEPE,33089.0,25628,0.77,516000
KAGITHANE,CAGLAYAN,32900.0,30047,0.91,516000
KAGITHANE,YESILCE,31272.0,11934,0.38,516000
KAGITHANE,TALATPASA,30348.0,33039,1.1,516000
KAGITHANE,MEHMET AKIF ERSOY,21411.0,12672,0.59,516000
KAGITHANE,SEYRANTEPE,20330.0,22545,1.1,516000
KAGITHANE,MERKEZ,14618.0,30404,2.1,516000
KAGITHANE,HAMIDIYE,11336.0,38313,3.4,516000
KARTAL,ATALAR,27928.0,31275,1.1,363000
KARTAL,PETROL-IS,26327.0,28760,1.1,363000
KARTAL,YUKARIMAHALLE,24808.0,8143,0.33,363000
KARTAL,UGUR MUMCU,23557.0,41544,1.8,363000
KARTAL,KARLIKTEPE,22884.0,31049,1.4,363000
KARTAL,GUMUSPINAR,22695.0,26464,1.2,363000
KARTAL,YALI,21723.0,11471,0.53,363000
KARTAL,HURRIYET,18568.0,47943,2.6,363000
KARTAL,ORTAMAHALLE,17783.0,18790,1.1,363000
KARTAL,YAKACIK YENI,17458.0,16238,0.93,363000
KARTAL,CEVIZLI,16240.0,27267,1.7,363000
KARTAL,TOPSELVI,15753.0,12201,0.77,363000
KARTAL,SOGANLIK,15196.0,26713,1.8,363000
KARTAL,CUMHURIYET,14612.0,21609,1.5,363000
KARTAL,YUNUS,11172.0,15215,1.4,363000
KARTAL,ESENTEPE,10531.0,26844,2.5,363000
KARTAL,CAVUSOGLU,10415.0,14286,1.4,363000
KARTAL,ORHANTEPE,10342.0,29960,2.9,363000
KARTAL,KORDONBOYU,6099.0,11356,1.9,363000
KARTAL,YAKACIK CARSI,4096.0,16305,4.0,363000
KUCUKCEKMECE,YESILOVA,57065.0,33002,0.58,315000
KUCUKCEKMECE,SULTANMURAT,53338.0,13776,0.26,315000
KUCUKCEKMECE,MEHMET AKIF,48041.0,53351,1.1,315000
KUCUKCEKMECE,KANARYA,47501.0,67272,1.4,315000
KUCUKCEKMECE,KEMALPASA,45388.0,14667,0.32,315000
KUCUKCEKMECE,GULTEPE,44973.0,30092,0.67,315000
KUCUKCEKMECE,YENIMAHALLE,42418.0,19408,0.46,315000
KUCUKCEKMECE,INONU,38862.0,73048,1.9,315000
KUCUKCEKMECE,CUMHURIYET,38556.0,51065,1.3,315000
KUCUKCEKMECE,FEVZI CAKMAK,34915.0,25229,0.72,315000
KUCUKCEKMECE,CENNET,34678.0,29995,0.86,315000
KUCUKCEKMECE,SOGUTLUCESME,33902.0,33233,0.98,315000
KUCUKCEKMECE,ATATURK,26390.0,42737,1.6,315000
KUCUKCEKMECE,TEVFIKBEY,25136.0,36848,1.5,315000
KUCUKCEKMECE,HALKALI,17716.0,78180,4.4,315000
KUCUKCEKMECE,KARTALTEPE,14477.0,12166,0.84,315000
KUCUKCEKMECE,BESYOL,13817.0,4092,0.3,315000
KUCUKCEKMECE,ISTASYON,12355.0,37997,3.1,315000
KUCUKCEKMECE,ATAKENT,10949.0,93229,8.5,315000
KUCUKCEKMECE,FATIH,7102.0,10544,1.5,315000
KUCUKCEKMECE,YARIMBURGAZ,1997.0,10461,5.2,315000
MALTEPE,FINDIKLI,51454.0,59271,1.2,390000
MALTEPE,ALTINTEPE,30234.0,30375,1.0,390000
MALTEPE,BAGLARBASI,25604.0,41773,1.6,390000
MALTEPE,ZUMRUTEVLER,25477.0,82651,3.2,390000
MALTEPE,KUCUKYALI,24814.0,25940,1.0,390000
MALTEPE,FEYZULLAH,23378.0,19052,0.81,390000
MALTEPE,ALTAYCESME,22494.0,30255,1.3,390000
MALTEPE,GIRNE,21090.0,16172,0.77,390000
MALTEPE,CINAR,19626.0,19848,1.0,390000
MALTEPE,ESENKENT,18059.0,21745,1.2,390000
MALTEPE,IDEALTEPE,17406.0,21982,1.3,390000
MALTEPE,GULENSU,17119.0,15441,0.9,390000
MALTEPE,GULSUYU,16868.0,15288,0.91,390000
MALTEPE,CEVIZLI,16245.0,35382,2.2,390000
MALTEPE,AYDINEVLER,14180.0,20099,1.4,390000
MALTEPE,YALI,5648.0,12893,2.3,390000
MALTEPE,BASIBUYUK,2129.0,21640,10.2,390000
MALTEPE,BUYUKBAKKALKOY,359.0,7779,21.7,390000
PENDIK,ORHANGAZI,34207.0,28009,0.82,294000
PENDIK,FATIH,32334.0,21209,0.66,294000
PENDIK,ESENLER,29704.0,31553,1.1,294000
PENDIK,ESENYALI,29327.0,14088,0.48,294000
PENDIK,CAMCESME,26977.0,31480,1.2,294000
PENDIK,SAPANBAGLARI,22678.0,11264,0.5,294000
PENDIK,KAVAKPINAR,21185.0,60252,2.8,294000
PENDIK,FEVZI CAKMAK,20138.0,36918,1.8,294000
PENDIK,YENI,19817.0,15263,0.77,294000
PENDIK,GUZELYALI,19812.0,33575,1.7,294000
PENDIK,AHMET YESEVI,19214.0,26717,1.4,294000
PENDIK,ORTA,18846.0,5909,0.31,294000
PENDIK,DUMLUPINAR,18004.0,25596,1.4,294000
PENDIK,YESILBAGLAR,17103.0,6262,0.37,294000
PENDIK,SULUNTEPE,16946.0,23741,1.4,294000
PENDIK,KURTKOY,16427.0,30775,1.9,294000
PENDIK,CINARDERE,15917.0,18465,1.2,294000
PENDIK,BAHCELIEVLER,15880.0,12417,0.78,294000
PENDIK,KAYNARCA,14944.0,48246,3.2,294000
PENDIK,DOGU,13613.0,16043,1.2,294000
PENDIK,SEYHLI,12847.0,16720,1.3,294000
PENDIK,BATI,12549.0,15521,1.2,294000
PENDIK,GULLUBAGLAR,11236.0,13852,1.2,294000
PENDIK,VELIBABA,10802.0,36461,3.4,294000
PENDIK,YENISEHIR,8697.0,57841,6.7,294000
PENDIK,ERTUGRULGAZI,8430.0,14532,1.7,294000
PENDIK,YAYALAR,7936.0,11782,1.5,294000
PENDIK,CAMLIK,6308.0,15987,2.5,294000
PENDIK,HARMANDERE,6253.0,7925,1.3,294000
PENDIK,RAMAZANOGLU,1296.0,2930,2.3,294000
PENDIK,SANAYI,251.0,3414,13.6,294000
PENDIK,GOCBEYLI,46.4,1172,25.3,294000
PENDIK,KURNA,40.0,1244,31.1,294000
PENDIK,EMIRLI,20.9,256,12.3,294000
PENDIK,BALLICA,17.6,400,22.7,294000
PENDIK,KURTDOGMUS,17.2,441,25.6,294000
SANCAKTEPE,INONU,37620.0,22817,0.61,252000
SANCAKTEPE,ATATURK,29817.0,28687,0.96,252000
SANCAKTEPE,MECLIS,25475.0,25603,1.0,252000
SANCAKTEPE,KEMAL TURKLER,25281.0,19404,0.77,252000
SANCAKTEPE,SAFA,21614.0,18424,0.85,252000
SANCAKTEPE,YENIDOGAN,19349.0,20155,1.0,252000
SANCAKTEPE,SARIGAZI,17699.0,21755,1.2,252000
SANCAKTEPE,MERVE,17117.0,18226,1.1,252000
SANCAKTEPE,YUNUS EMRE,17012.0,20761,1.2,252000
SANCAKTEPE,VEYSEL KARANI,14230.0,19545,1.4,252000
SANCAKTEPE,EMEK,13249.0,24340,1.8,252000
SANCAKTEPE,AKPINAR,12576.0,20949,1.7,252000
SANCAKTEPE,MEVLANA,11143.0,15823,1.4,252000
SANCAKTEPE,OSMANGAZI,11036.0,40149,3.6,252000
SANCAKTEPE,FATIH,9574.0,27938,2.9,252000
SANCAKTEPE,ABDURRAHMANGAZI,8093.0,31716,3.9,252000
SANCAKTEPE,EYUPSULTAN,3043.0,18918,6.2,252000
SANCAKTEPE,HILAL,2265.0,5458,2.4,252000
SANCAKTEPE,PASAKOY,67.4,1723,25.6,252000
SARIYER,FATIH SULTAN MEHMET,15943.0,15813,0.99,819000
SARIYER,PINAR,15300.0,11628,0.76,819000
SARIYER,BAHCEKOY YENIMAHALLE,13779.0,5225,0.38,819000
SARIYER,BAHCEKOY,12274.0,3868,0.32,819000
SARIYER,ISTINYE,12196.0,16089,1.3,819000
SARIYER,FERAHEVLER,11530.0,15183,1.3,819000
SARIYER,KIRECBURNU,11310.0,7049,0.62,819000
SARIYER,RUMELIHISARI,11284.0,10785,0.96,819000
SARIYER,CAYIRBASI,10554.0,5089,0.48,819000
SARIYER,CUMHURIYET,9800.0,11247,1.1,819000
SARIYER,MERKEZ,9185.0,12750,1.4,819000
SARIYER,POLIGON,8763.0,6704,0.77,819000
SARIYER,BUYUKDERE,7552.0,8841,1.2,819000
SARIYER,EMIRGÂN,7482.0,8954,1.2,819000
SARIYER,TARABYA,7230.0,18103,2.5,819000
SARIYER,KOCATAS,6989.0,4500,0.64,819000
SARIYER,YENIKOY,6926.0,15481,2.2,819000
SARIYER,DARUSSAFAKA,6607.0,9458,1.4,819000
SARIYER,RESITPASA,6171.0,17903,2.9,819000
SARIYER,YENI MAHALLE,5939.0,3442,0.58,819000
SARIYER,BALTALIMANI,5251.0,5181,0.99,819000
SARIYER,DERBENT (CAMLITEPE),4171.0,6119,1.5,819000
SARIYER,MADEN,3327.0,13207,4.0,819000
SARIYER,HUZUR,3314.0,7948,2.4,819000
SARIYER,BAHCEKOY KEMER,3115.0,2379,0.76,819000
SARIYER,AYAZAGA,2264.0,35317,15.6,819000
SARIYER,ZEKERIYAKOY,1623.0,18867,11.6,819000
SARIYER,MASLAK,1328.0,8091,6.1,819000
SARIYER,KÂZIM KARABEKIR,1241.0,8201,6.6,819000
SARIYER,PTT EVLERI,1192.0,5405,4.5,819000
SARIYER,KUMKOY,964.0,3331,3.5,819000
SARIYER,RUMELIKAVAGI,834.0,3765,4.5,819000
SARIYER,USKUMRUKOY,488.0,8178,16.8,819000
SARIYER,GUMUSDERE,446.0,4193,9.4,819000
SARIYER,RUMELIFENERI,360.0,4550,12.7,819000
SARIYER,DEMIRCI,120.0,1306,10.9,819000
SARIYER,GARIPCE,100.0,393,3.9,819000
SARIYER,KISIRKAYA,33.3,333,10.0,819000
SILE,HACIKASIM,4181.0,944,0.23,327000
SILE,CAVUS,1669.0,8576,5.1,327000
SILE,AGVA,1124.0,1973,1.8,327000
SILE,BALIBEY,622.0,3398,5.5,327000
SILE,MESRUTIYET,505.0,1636,3.2,327000
SILE,KUMBABA,407.0,741,1.8,327000
SILE,AHMETLI,280.0,1815,6.5,327000
SILE,CAYIRBASI,244.0,994,4.1,327000
SILE,GOCE,129.0,724,5.6,327000
SILE,KURFALLI,51.8,247,4.8,327000
SILE,AKCAKESE,51.0,388,7.6,327000
SILE,DEGIRMENCAYIRI,49.7,455,9.2,327000
SILE,DOGANCILI,48.9,756,15.5,327000
SILE,KADIKOY,47.6,159,3.3,327000
SILE,SATMAZLI,42.8,355,8.3,327000
SILE,SAHILKOY,38.5,766,19.9,327000
SILE,GOKMASLI,36.2,188,5.2,327000
SILE,KARACAKOY,34.7,269,7.8,327000
SILE,IMRENLI,29.8,260,8.7,327000
SILE,ALACALI,29.6,515,17.4,327000
SILE,KARAMANDERE,28.2,324,11.5,327000
SILE,KABAKOZ,27.9,522,18.7,327000
SILE,ISAKOY,27.8,122,4.4,327000
SILE,BICKIDERE,27.4,265,9.7,327000
SILE,GEREDELI,27.1,574,21.2,327000
SILE,IMRENDERE,26.1,264,10.1,327000
SILE,KORUCU,24.2,205,8.5,327000
SILE,OSMANKOY,23.8,257,10.8,327000
SILE,BOZGOCA,22.5,92,4.1,327000
SILE,SUAYIPLI,22.1,231,10.4,327000
SILE,KIZILCA,21.5,496,23.1,327000
SILE,UVEZLI,21.1,337,16.0,327000
SILE,BUCAKLI,19.1,305,16.0,327000
SILE,KOMURLUK,18.9,211,11.2,327000
SILE,YENIKOY,18.7,412,22.1,327000
SILE,OVACIK,18.3,148,8.1,327000
SILE,HASANLI,18.1,215,11.8,327000
SILE,CELEBI,17.3,144,8.3,327000
SILE,SOFULAR,17.2,272,15.8,327000
SILE,KARABEYLI,17.0,207,12.1,327000
SILE,SORTULLU,17.0,113,6.7,327000
SILE,YAZIMANAYIR,16.6,221,13.3,327000
SILE,HACILLI,15.9,241,15.1,327000
SILE,ORUCOGLU,15.1,334,22.1,327000
SILE,ULUPELIT,14.3,202,14.2,327000
SILE,KARAKIRAZ,13.9,289,20.8,327000
SILE,TEKE,13.9,499,35.9,327000
SILE,GOKSU,13.4,306,22.8,327000
SILE,CENGILLI,13.2,185,14.0,327000
SILE,AGACDERE,13.2,90,6.8,327000
SILE,CATAKLI,11.7,216,18.5,327000
SILE,KALEM,11.2,219,19.5,327000
SILE,KURNA,11.0,146,13.2,327000
SILE,ERENLER,11.0,121,11.0,327000
SILE,SOGULLU,10.9,189,17.4,327000
SILE,YAKA,10.6,208,19.7,327000
SILE,YESILVADI,9.1,146,16.1,327000
SILE,YAYLALI,7.6,58,7.7,327000
SILE,KERVANSARAY,7.2,278,38.5,327000
SILE,AVCIKORU,6.5,130,20.1,327000
SILE,DARLIK,5.9,104,17.7,327000
SILE,ESENCELI,4.9,74,15.2,327000
SILIVRI,ALIBEY,28282.0,18122,0.64,186000
SILIVRI,PIRI MEHMET PASA,16653.0,9002,0.54,186000
SILIVRI,FATIH,15526.0,7093,0.46,186000
SILIVRI,CUMHURIYET,2073.0,7442,3.6,186000
SILIVRI,SEMIZKUMLAR,1722.0,23579,13.7,186000
SILIVRI,MIMAR SINAN,1702.0,14481,8.5,186000
SILIVRI,YENI,1368.0,32829,24.0,186000
SILIVRI,SELIMPASA,1048.0,19003,18.1,186000
SILIVRI,SANCAKTEPE,333.0,5114,15.4,186000
SILIVRI,HURRIYET,295.0,1790,6.1,186000
SILIVRI,GUMUSYAKA,272.0,7810,28.7,186000
SILIVRI,FEVZIPASA,246.0,3127,12.7,186000
SILIVRI,ORTAKOY,227.0,3809,16.8,186000
SILIVRI,KAVAKLI,205.0,1938,9.5,186000
SILIVRI,ISMETPASA,84.1,3027,36.0,186000
SILIVRI,BALABAN,74.8,2988,40.0,186000
SILIVRI,GAZITEPE,72.3,1293,17.9,186000
SILIVRI,KADIKOY,71.8,1483,20.7,186000
SILIVRI,BUYUK CAVUSLU,65.1,3299,50.7,186000
SILIVRI,BEYCILER,51.2,1434,28.0,186000
SILIVRI,BUYUK KILICLI,50.8,1159,22.8,186000
SILIVRI,FENER,39.8,1528,38.4,186000
SILIVRI,YOLCATI,33.8,373,11.0,186000
SILIVRI,CELTIK,30.4,1011,33.3,186000
SILIVRI,AKOREN,28.4,1274,44.9,186000
SILIVRI,DANAMANDIRA,28.4,1109,39.1,186000
SILIVRI,KUCUK KILICLI,28.0,275,9.8,186000
SILIVRI,ALIPASA,27.7,954,34.4,186000
SILIVRI,KUCUK SINEKLI,27.3,156,5.7,186000
SILIVRI,BUYUK SINEKLI,20.6,338,16.4,186000
SILIVRI,SEYMEN,20.4,1032,50.5,186000
SILIVRI,CAYIRDERE,20.2,1204,59.5,186000
SILIVRI,SAYALAR,18.2,784,43.2,186000
SILIVRI,BEKIRLI,12.9,201,15.6,186000
SILIVRI,KURFALLI,12.4,463,37.3,186000
SISLI,ESKISEHIR,66149.0,12164,0.18,543000
SISLI,FERIKOY,62279.0,14630,0.23,543000
SISLI,BOZKURT,60565.0,10930,0.18,543000
SISLI,DUATEPE,58547.0,8096,0.14,543000
SISLI,MAHMUT SEVKET PASA,56769.0,18977,0.33,543000
SISLI,GULBAHAR,55818.0,23271,0.42,543000
SISLI,HALIDE EDIP ADIVAR,46677.0,17012,0.36,543000
SISLI,YAYLA,46084.0,11475,0.25,543000
SISLI,IZZETPASA,45505.0,8044,0.18,543000
SISLI,MECIDIYEKOY,44410.0,20219,0.46,543000
SISLI,KUSTEPE,38260.0,15710,0.41,543000
SISLI,MESRUTIYET,26446.0,7922,0.3,543000
SISLI,19 MAYIS,26284.0,11458,0.44,543000
SISLI,ERGENEKON,26103.0,2684,0.1,543000
SISLI,FULYA,25700.0,17327,0.67,543000
SISLI,TESVIKIYE,25431.0,11522,0.45,543000
SISLI,PASA,24804.0,18698,0.75,543000
SISLI,INONU,21793.0,4019,0.18,543000
SISLI,CUMHURIYET,19941.0,7255,0.36,543000
SISLI,HALASKARGAZI,16748.0,1691,0.1,543000
SISLI,MERKEZ,12072.0,13654,1.1,543000
SISLI,HALIL RIFAT PASA,10724.0,4566,0.43,543000
SISLI,KAPTANPASA,10690.0,3312,0.31,543000
SISLI,ESENTEPE,4514.0,7056,1.6,543000
SISLI,HARBIYE,3247.0,2504,0.77,543000
SULTANBEYLI,AHMET YESEVI,22558.0,29261,1.3,216000
SULTANBEYLI,HAMIDIYE,21162.0,27189,1.3,216000
SULTANBEYLI,ABDURRAHMANGAZI,21049.0,29276,1.4,216000
SULTANBEYLI,HASANPASA,20801.0,17450,0.84,216000
SULTANBEYLI,FATIH,20139.0,21541,1.1,216000
SULTANBEYLI,YAVUZ SELIM,19172.0,19506,1.0,216000
SULTANBEYLI,TURGUTREIS,18920.0,20178,1.1,216000
SULTANBEYLI,MEHMET AKIF,16523.0,27515,1.7,216000
SULTANBEYLI,ORHANGAZI,15079.0,15748,1.0,216000
SULTANBEYLI,MECIDIYE,14084.0,22972,1.6,216000
SULTANBEYLI,NECIP FAZIL,11478.0,15937,1.4,216000
SULTANBEYLI,ADIL,10891.0,20853,1.9,216000
SULTANBEYLI,BATTALGAZI,10162.0,31820,3.1,216000
SULTANBEYLI,AKSEMSETTIN,9998.0,12581,1.3,216000
SULTANBEYLI,MIMARSINAN,6112.0,18158,3.0,216000
SULTANGAZI,50. YIL,63763.0,72891,1.1,231000
SULTANGAZI,SULTANCIFTLIGI,62604.0,38550,0.62,231000
SULTANGAZI,ISMETPASA,60320.0,54837,0.91,231000
SULTANGAZI,MALKOCOGLU,40706.0,13328,0.33,231000
SULTANGAZI,GAZI,39643.0,34762,0.88,231000
SULTANGAZI,YUNUSEMRE,36974.0,46999,1.3,231000
SULTANGAZI,ESENTEPE,36088.0,63310,1.8,231000
SULTANGAZI,75. YIL,33237.0,32605,0.98,231000
SULTANGAZI,UGUR MUMCU,29110.0,41665,1.4,231000
SULTANGAZI,CUMHURIYET,20167.0,14819,0.73,231000
SULTANGAZI,ESKI HABIBLER,11735.0,7275,0.62,231000
SULTANGAZI,ZUBEYDEHANIM,9275.0,32238,3.5,231000
SULTANGAZI,CEBECI,5571.0,60416,10.8,231000
SULTANGAZI,YAYLA,1698.0,8076,4.8,231000
SULTANGAZI,HABIBLER,1091.0,6743,6.2,231000
TUZLA,MIMARSINAN,18130.0,24236,1.3,294000
TUZLA,SIFA,14815.0,28263,1.9,294000
TUZLA,YAYLA,12747.0,26839,2.1,294000
TUZLA,ICMELER,11484.0,10467,0.91,294000
TUZLA,AYDINTEPE,8339.0,23998,2.9,294000
TUZLA,CAMI,4123.0,5260,1.3,294000
TUZLA,ISTASYON,4003.0,19935,5.0,294000
TUZLA,POSTANE,3737.0,19574,5.2,294000
TUZLA,EVLIYA CELEBI,3503.0,10861,3.1,294000
TUZLA,AYDINLI,3426.0,55493,16.2,294000
TUZLA,ORTA,2806.0,10387,3.7,294000
TUZLA,MESCIT,1074.0,4612,4.3,294000
TUZLA,ANADOLU,667.0,905,1.4,294000
TUZLA,FATIH,377.0,1045,2.8,294000
TUZLA,TEPEOREN,253.0,6673,26.4,294000
TUZLA,ORHANLI,228.0,1903,8.4,294000
TUZLA,AKFIRAT,94.8,2471,26.1,294000
UMRANIYE,ISTIKLAL,46808.0,47160,1.0,372000
UMRANIYE,CAKMAK,43418.0,37323,0.86,372000
UMRANIYE,ESENEVLER,38219.0,26864,0.7,372000
UMRANIYE,NAMIK KEMAL,35812.0,28849,0.81,372000
UMRANIYE,MEHMET AKIF,33665.0,24911,0.74,372000
UMRANIYE,ARMAGANEVLER,33633.0,37444,1.1,372000
UMRANIYE,ALTINSEHIR,33445.0,28231,0.84,372000
UMRANIYE,ATATURK,32648.0,24740,0.76,372000
UMRANIYE,TEPEUSTU,31846.0,13593,0.43,372000
UMRANIYE,ADEM YAVUZ,22985.0,17630,0.77,372000
UMRANIYE,ATAKENT,21987.0,21146,0.96,372000
UMRANIYE,KÂZIM KARABEKIR,21222.0,17257,0.81,372000
UMRANIYE,HUZUR,19778.0,12001,0.61,372000
UMRANIYE,TATLISU,19658.0,20041,1.0,372000
UMRANIYE,YAMANEVLER,19478.0,14190,0.73,372000
UMRANIYE,CAMLIK,19224.0,22420,1.2,372000
UMRANIYE,TANTAVI,18301.0,10002,0.55,372000
UMRANIYE,ELMALIKENT,18136.0,22176,1.2,372000
UMRANIYE,NECIP FAZIL,16653.0,27002,1.6,372000
UMRANIYE,MADENLER,15604.0,14327,0.92,372000
UMRANIYE,PARSELLER,15337.0,15373,1.0,372000
UMRANIYE,INKILAP,14444.0,29569,2.0,372000
UMRANIYE,CEMIL MERIC,13538.0,22094,1.6,372000
UMRANIYE,ASAGIDUDULLU,12777.0,12611,0.99,372000
UMRANIYE,DUMLUPINAR,12552.0,13076,1.0,372000
UMRANIYE,IHLAMURKUYU,11876.0,16308,1.4,372000
UMRANIYE,SITE,11834.0,25779,2.2,372000
UMRANIYE,TOPAGACI,11420.0,14977,1.3,372000
