Date,Omerli,Darlik,Elmali,Terkos,Alibey,Buyukcekmece,Sazlidere,Kazandere,Pabucdere,Istrancalar
26-12-2019,29.97,37.65,60.05,48.78,38.89,33.97,32.19,3.82,2.04,18.8
27-12-2019,30.54,37.87,60.05,48.78,39.04,33.8,32.47,3.78,2.36,15.93
28-12-2019,31.17,38.56,60.36,48.95,39.19,33.8,32.53,3.74,2.36,14.47
29-12-2019,31.8,38.78,61.85,49.27,40.78,34.14,32.58,3.86,2.46,15.76
30-12-2019,33.78,41.25,63.98,49.59,43.34,34.31,32.77,4.18,2.39,17.65
31-12-2019,36.5,46.32,66.6,49.43,44.05,34.31,32.83,4.16,2.92,20.78
01-01-2020,38.31,48.74,67.73,49.27,43.5,33.97,33.07,4.51,3.0,24.78
01-02-2020,39.28,49.51,68.1,49.27,43.5,33.97,32.7,4.33,3.15,24.89
01-03-2020,40.94,50.62,70.04,48.95,46.78,34.14,32.77,4.38,3.07,25.04
01-04-2020,41.68,51.13,70.42,48.62,46.94,34.31,33.01,4.33,2.7,24.06
01-05-2020,41.99,51.46,70.35,48.3,46.94,34.14,33.07,4.28,2.46,22.74
01-06-2020,42.49,51.72,72.35,48.46,47.26,34.64,33.19,4.43,2.53,14.58
01-07-2020,51.67,58.22,87.54,48.95,54.54,35.82,35.45,4.89,3.77,26.93
01-08-2020,62.55,70.23,100.0,50.41,59.62,36.83,42.85,7.14,4.55,32.95
01-09-2020,65.4,73.37,96.88,50.74,61.86,37.67,43.88,6.8,4.72,35.71
01-10-2020,66.62,74.48,98.23,50.74,62.86,38.35,43.65,7.58,4.68,37.99
01-11-2020,67.35,75.07,98.54,50.74,63.13,38.35,44.39,7.63,4.55,36.87
01-12-2020,67.85,75.49,98.54,50.74,63.22,38.51,44.39,7.79,4.68,34.66
13-01-2020,68.36,75.97,98.54,50.74,63.22,38.51,44.17,7.97,4.64,32.53
14-01-2020,68.8,76.03,81.14,50.57,62.95,38.51,43.88,7.77,4.43,14.84
15-01-2020,69.39,76.19,81.28,50.9,62.86,38.51,43.95,7.91,4.47,26.93
16-01-2020,70.05,76.45,81.43,50.57,62.22,38.18,43.73,7.94,4.3,24.6
17-01-2020,70.56,76.66,81.28,50.41,61.95,38.18,43.38,7.85,4.14,22.02
18-01-2020,71.08,76.93,81.28,50.41,62.04,38.18,43.52,7.88,4.07,19.56
19-01-2020,71.52,76.98,81.06,50.41,61.95,38.18,43.52,7.12,3.66,16.52
20-01-2020,72.19,77.41,80.99,50.41,62.04,38.51,43.65,7.06,3.77,17.63
21-01-2020,73.68,79.11,81.43,50.57,61.86,38.51,43.11,6.06,3.69,25.71
22-01-2020,74.36,79.96,81.21,50.57,61.86,38.51,43.88,6.23,3.22,23.93
23-01-2020,75.11,80.44,81.43,50.57,61.68,38.51,43.24,4.78,2.81,24.09
24-01-2020,75.79,80.92,81.28,50.57,61.5,38.51,43.59,4.85,3.25,24.25
25-01-2020,76.55,81.24,81.06,50.41,61.41,38.35,43.65,4.87,3.15,22.81
26-01-2020,77.08,81.51,81.28,50.25,61.14,38.35,43.65,4.6,2.85,22.06
27-01-2020,77.53,81.61,81.06,50.25,60.96,38.35,43.73,4.35,2.63,22.22
28-01-2020,78.07,81.93,81.21,50.08,60.87,39.02,43.45,4.25,2.36,22.53
29-01-2020,78.53,82.15,81.28,50.08,60.78,38.68,43.95,4.3,2.67,26.76
30-01-2020,79.07,82.52,81.86,50.57,61.14,39.35,43.88,4.46,2.81,30.91
31-01-2020,80.53,83.74,82.67,50.57,61.68,39.35,43.8,4.7,3.19,33.71
02-01-2020,81.3,84.22,83.25,50.57,61.5,39.35,43.95,4.74,2.3,36.22
02-02-2020,81.85,84.49,83.18,50.41,61.5,39.71,44.25,4.8,2.16,37.89
02-03-2020,82.16,84.81,83.32,50.41,61.5,39.71,44.39,4.74,1.95,37.43
02-04-2020,82.55,85.23,83.4,50.41,61.5,39.71,44.17,3.86,1.83,36.33
02-05-2020,83.1,85.39,83.61,50.25,61.5,39.53,44.1,4.06,1.48,35.62
02-06-2020,84.12,86.67,85.22,51.55,62.22,40.6,44.79,5.07,2.67,38.44
02-07-2020,85.14,88.0,85.44,51.39,62.31,40.78,44.55,6.48,3.69,45.86
02-08-2020,86.09,88.9,85.73,52.05,62.67,40.95,45.03,7.35,4.3,44.52
02-09-2020,86.81,89.54,86.09,52.05,62.95,40.78,44.95,7.58,4.64,40.82
02-10-2020,87.29,90.13,86.02,51.88,62.77,40.6,44.87,7.6,4.43,36.92
02-11-2020,87.77,90.55,86.96,51.72,62.58,40.6,45.11,7.48,3.73,32.89
02-12-2020,88.41,91.55,87.38,52.21,62.77,40.78,45.7,7.23,3.87,30.14
13-02-2020,89.38,92.57,87.38,52.54,62.22,41.13,45.79,7.3,4.26,28.22
14-02-2020,89.52,93.11,87.13,52.87,61.41,41.13,45.62,6.9,4.26,26.07
15-02-2020,90.03,93.59,87.79,53.04,60.87,41.13,45.36,6.16,4.03,24.53
16-02-2020,90.6,93.8,87.63,53.04,60.6,40.95,45.11,5.64,4.43,22.77
17-02-2020,91.09,94.12,87.46,53.2,59.53,41.13,44.79,5.02,4.43,22.35
18-02-2020,91.41,94.54,87.38,53.2,58.55,40.95,44.95,5.0,3.91,21.43
19-02-2020,91.82,94.49,87.13,53.53,57.93,40.95,44.87,5.0,3.8,21.6
20-02-2020,92.23,94.76,87.54,53.53,57.41,40.95,45.11,5.04,3.45,21.54
21-02-2020,92.72,94.97,87.79,53.53,57.06,40.95,44.71,5.16,3.73,20.74
22-02-2020,93.47,95.71,88.13,53.53,56.53,40.78,44.79,5.21,3.91,20.31
23-02-2020,93.96,96.19,88.04,53.86,55.84,40.78,44.95,5.26,4.07,19.41
24-02-2020,94.21,96.62,88.21,53.7,54.97,40.78,45.19,4.98,3.45,19.54
25-02-2020,94.62,96.83,88.04,53.86,54.37,40.78,44.71,4.95,3.69,18.67
26-02-2020,94.79,97.1,88.29,54.03,53.94,40.6,44.47,4.66,3.19,19.8
27-02-2020,95.04,97.31,88.29,53.7,52.92,40.6,44.32,4.33,2.85,20.15
28-02-2020,95.62,97.58,89.04,54.2,52.66,40.78,44.87,5.02,3.32,22.4
29-02-2020,96.12,97.79,89.13,54.53,52.32,40.78,44.25,5.14,3.28,23.59
03-01-2020,96.21,97.9,89.29,55.36,53.09,41.13,45.53,6.37,3.84,26.12
03-02-2020,96.29,97.95,89.21,55.53,52.83,41.31,45.62,6.87,3.73,29.25
03-03-2020,96.21,98.27,89.63,55.53,52.49,41.49,45.79,7.06,3.73,30.48
03-04-2020,96.21,98.53,89.71,56.03,52.15,41.66,45.7,7.14,3.69,30.31
03-05-2020,96.21,98.59,89.63,56.03,51.73,41.66,45.7,7.17,3.51,29.61
03-06-2020,96.21,98.59,89.46,56.2,51.56,41.66,45.36,7.26,3.62,29.72
03-07-2020,96.12,98.75,89.38,56.2,51.4,41.66,45.19,7.38,3.69,29.54
03-08-2020,95.87,98.8,88.96,56.2,51.14,41.66,44.95,7.53,3.73,29.13
03-09-2020,95.62,98.96,88.63,56.03,50.81,41.49,44.79,7.5,3.66,28.15
03-10-2020,95.79,98.96,88.71,56.03,50.56,41.31,44.71,7.38,3.35,27.17
03-11-2020,96.04,99.07,88.29,56.7,50.39,41.49,44.55,7.66,3.69,26.18
03-12-2020,96.21,99.17,87.79,56.53,50.06,41.49,44.39,7.63,3.77,25.72
13-03-2020,96.46,99.33,87.88,56.53,49.73,41.66,44.71,7.45,3.55,24.39
14-03-2020,96.71,99.44,87.54,56.7,49.4,41.49,44.87,7.48,3.42,22.61
15-03-2020,96.88,99.49,87.38,56.53,49.07,41.31,44.25,7.58,3.48,21.55
16-03-2020,97.13,99.76,88.04,56.53,49.07,41.13,44.17,8.27,4.47,24.47
17-03-2020,97.29,99.99,88.04,56.87,48.9,41.13,44.47,8.77,5.19,29.62
18-03-2020,97.63,100.0,87.46,56.7,48.57,40.78,44.32,8.97,5.26,31.15
19-03-2020,97.63,100.0,87.38,57.04,48.41,40.6,43.88,8.49,5.35,30.66
20-03-2020,97.55,100.0,87.29,57.04,46.94,40.78,43.65,8.99,5.26,29.96
21-03-2020,97.21,100.0,86.88,57.04,45.81,40.6,43.52,9.11,5.13,28.93
22-03-2020,97.13,100.0,86.54,57.04,45.01,40.42,43.65,9.11,4.9,27.94
23-03-2020,96.88,100.0,86.54,57.04,43.11,40.24,43.59,9.11,4.99,26.54
24-03-2020,96.62,100.0,86.17,56.87,41.93,40.07,43.52,9.14,5.23,25.81
25-03-2020,96.46,100.0,85.95,57.04,41.24,40.07,43.59,9.2,7.23,26.88
26-03-2020,96.37,100.0,85.66,57.54,40.24,40.07,43.45,9.79,8.32,30.91
27-03-2020,96.12,100.0,85.36,57.71,39.64,40.24,43.31,9.45,8.65,35.34
28-03-2020,96.04,100.0,85.15,58.04,39.04,40.07,43.52,9.58,8.8,33.74
29-03-2020,95.87,100.0,85.51,58.38,38.66,40.24,43.24,9.42,8.83,33.84
30-03-2020,96.88,100.0,87.88,58.72,38.81,40.42,43.52,9.89,9.02,33.92
31-03-2020,97.21,100.0,87.88,58.72,38.07,40.78,43.31,10.38,9.42,33.51
04-01-2020,97.21,100.0,87.71,58.89,37.47,40.6,43.11,9.48,9.56,32.89
04-02-2020,97.21,100.0,87.63,58.89,36.96,40.42,42.97,10.23,9.35,32.21
04-03-2020,97.8,100.0,89.13,60.25,37.84,40.95,43.18,10.61,9.49,34.26
04-04-2020,98.14,100.0,89.21,61.79,38.74,41.66,43.88,11.17,9.68,48.72
04-05-2020,98.22,100.0,89.38,62.64,38.89,42.02,44.02,12.09,9.95,50.93
04-06-2020,98.56,100.0,89.38,68.03,39.49,42.91,44.17,26.41,20.12,87.07
04-07-2020,98.39,100.0,89.63,71.74,40.09,43.8,44.63,32.91,22.55,86.08
04-08-2020,98.22,100.0,89.79,72.46,39.86,43.97,44.39,35.14,23.21,99.81
04-09-2020,98.14,100.0,89.54,73.35,39.56,44.15,44.47,35.79,23.33,98.81
04-10-2020,97.97,100.0,89.29,73.35,39.41,44.15,44.87,36.65,23.47,95.37
04-11-2020,97.8,100.0,89.13,73.71,39.11,44.33,44.79,37.85,23.74,90.5
04-12-2020,97.63,100.0,89.13,74.07,38.59,44.33,44.63,38.33,24.01,85.97
13-04-2020,97.55,100.0,88.88,74.25,38.36,44.15,44.55,38.46,23.94,80.85
14-04-2020,97.29,100.0,88.63,74.43,37.92,44.15,44.39,37.97,23.33,78.31
15-04-2020,97.13,100.0,88.46,74.61,37.33,44.15,44.47,38.33,23.42,75.86
16-04-2020,97.04,100.0,88.38,74.97,37.25,44.33,44.63,38.46,23.7,73.98
17-04-2020,96.88,99.99,87.71,75.15,37.18,44.33,44.55,38.59,23.21,72.44
18-04-2020,96.88,99.99,87.63,75.51,36.81,44.15,44.47,38.27,22.99,70.38
19-04-2020,96.79,99.98,87.46,75.69,36.09,44.15,44.63,38.09,22.75,67.3
20-04-2020,96.79,99.97,87.46,75.87,35.94,44.15,44.55,38.15,22.52,64.22
21-04-2020,96.62,99.97,86.96,76.05,35.44,43.97,44.39,38.09,22.52,60.07
22-04-2020,96.54,99.97,86.54,76.05,34.58,43.97,42.66,37.97,22.37,55.9
23-04-2020,96.54,99.98,86.24,76.24,33.95,43.8,42.34,37.91,21.98,53.74
24-04-2020,96.62,99.99,85.88,76.24,33.6,43.62,41.85,37.91,21.2,53.02
25-04-2020,96.46,99.99,85.36,76.42,32.83,43.62,41.29,37.61,20.46,52.34
26-04-2020,96.62,100.0,85.0,76.42,32.07,43.44,40.61,37.45,19.71,50.86
27-04-2020,96.62,100.0,85.15,76.6,31.26,43.62,40.04,37.97,19.33,49.76
28-04-2020,96.79,99.99,84.85,76.78,30.85,43.26,39.32,38.21,18.9,48.57
29-04-2020,97.04,99.98,84.27,76.78,30.45,43.08,38.46,37.67,18.18,48.3
30-04-2020,97.04,99.97,84.13,76.96,29.72,43.08,37.31,35.72,17.44,46.83
05-01-2020,97.13,99.81,83.98,77.14,29.32,42.91,37.46,37.56,16.95,46.67
05-02-2020,97.21,99.76,83.54,77.32,28.8,42.73,36.82,37.5,16.58,44.96
05-03-2020,97.38,99.6,83.69,77.87,28.41,42.91,36.42,37.61,16.08,45.73
05-04-2020,97.63,99.49,83.25,78.42,27.95,43.26,35.8,38.27,15.92,47.35
05-05-2020,97.97,99.54,83.69,78.97,28.34,43.62,36.3,38.39,16.04,50.94
05-06-2020,98.22,99.6,83.32,79.15,27.95,43.44,35.91,39.26,15.54,53.64
05-07-2020,98.39,99.6,83.54,79.51,28.73,43.62,36.17,40.35,15.39,56.22
05-08-2020,98.47,99.49,83.03,79.88,29.32,43.62,36.36,42.34,15.32,58.67
05-09-2020,98.39,99.49,82.74,79.88,29.25,43.44,36.23,42.88,15.05,57.85
05-10-2020,98.22,99.33,82.23,80.07,29.19,43.44,36.11,43.43,14.59,55.18
05-11-2020,98.39,99.28,82.01,80.07,29.39,43.26,36.04,44.39,14.04,52.87
05-12-2020,98.39,99.17,82.01,80.07,29.25,43.26,35.8,44.01,13.38,49.46
13-05-2020,98.22,99.28,81.65,80.07,29.19,43.08,35.45,44.92,13.41,44.95
14-05-2020,98.14,99.17,81.06,79.88,28.93,42.73,35.33,44.2,12.96,44.34
15-05-2020,98.05,99.12,80.63,80.07,28.86,42.55,35.18,42.88,12.37,43.86
16-05-2020,97.97,99.12,80.41,80.07,28.8,42.55,35.1,43.68,12.03,46.52
17-05-2020,98.05,99.07,79.97,79.88,28.73,42.37,34.5,43.35,11.74,41.58
18-05-2020,97.88,98.96,79.53,79.88,28.47,42.2,33.93,42.72,11.33,40.19
19-05-2020,97.8,98.85,78.98,79.7,28.41,42.02,33.79,42.34,10.83,39.98
20-05-2020,97.55,98.75,78.73,79.7,28.34,41.66,33.72,40.91,10.04,39.79
21-05-2020,97.55,98.64,78.29,79.7,28.15,41.49,33.52,40.98,9.59,37.05
22-05-2020,97.46,98.53,77.73,79.51,28.02,41.49,33.39,40.61,9.42,35.58
23-05-2020,97.63,98.48,77.79,79.7,28.02,41.31,33.33,40.61,9.24,33.95
24-05-2020,97.72,98.43,77.73,79.7,27.95,41.13,33.19,40.61,8.8,31.86
25-05-2020,97.8,98.27,77.48,79.51,27.95,40.95,33.07,39.61,8.14,29.03
26-05-2020,97.88,98.11,76.92,79.51,27.89,40.78,33.01,39.4,7.61,26.53
27-05-2020,97.8,98.0,76.73,79.33,27.76,40.6,33.01,38.15,7.12,25.41
28-05-2020,97.72,98.05,76.42,79.33,27.7,40.6,33.01,37.97,6.65,26.01
29-05-2020,97.8,98.16,76.23,79.33,27.82,40.42,32.89,36.14,6.17,27.08
30-05-2020,97.8,98.16,76.04,79.51,27.95,40.24,32.77,35.33,5.69,27.92
31-05-2020,97.72,98.21,75.73,79.51,28.15,40.07,32.7,34.25,5.29,28.59
06-01-2020,97.55,98.11,75.42,79.33,28.08,40.07,32.53,33.28,4.77,28.86
06-02-2020,97.38,98.16,75.29,79.51,28.02,39.89,32.36,32.5,4.18,30.08
06-03-2020,97.21,98.27,75.1,79.7,28.28,39.89,32.41,31.7,3.84,30.49
06-04-2020,97.29,98.43,74.73,79.7,28.41,40.07,32.3,31.53,3.91,34.63
06-05-2020,97.21,98.32,74.54,79.51,28.28,39.71,32.13,31.02,3.8,27.25
06-06-2020,97.04,98.16,74.17,79.33,28.08,39.71,32.02,30.24,3.38,32.31
06-07-2020,96.96,97.95,73.92,79.33,27.95,39.53,31.73,28.79,3.15,32.78
06-08-2020,96.79,97.63,73.48,79.15,27.7,39.53,31.66,27.79,3.0,32.03
06-09-2020,96.71,97.47,73.04,79.15,27.5,39.35,31.44,26.93,2.85,31.83
06-10-2020,96.46,97.26,72.73,78.97,27.25,39.02,31.08,26.45,2.67,29.95
06-11-2020,96.37,97.04,72.35,78.78,27.06,38.85,30.88,25.03,2.43,29.23
06-12-2020,96.21,96.83,72.04,78.6,26.87,38.51,30.67,24.17,2.13,29.17
13-06-2020,95.87,96.72,71.48,78.78,26.43,38.18,30.48,23.5,2.01,28.78
14-06-2020,95.62,96.62,70.98,78.6,26.3,37.84,30.22,22.79,1.8,30.13
15-06-2020,95.45,96.57,70.67,78.6,26.49,37.67,30.22,22.65,2.1,39.06
16-06-2020,95.45,96.3,70.35,78.78,26.3,37.5,29.97,22.83,2.67,40.3
17-06-2020,95.45,95.98,69.98,78.78,26.24,37.34,29.67,22.18,3.0,38.78
18-06-2020,95.45,95.66,69.6,78.78,26.05,37.17,29.56,21.9,3.38,35.35
19-06-2020,95.7,95.87,69.17,78.97,26.43,37.67,29.62,22.27,3.77,34.27
20-06-2020,96.12,95.98,69.29,78.97,26.93,38.01,29.73,22.61,3.51,32.34
21-06-2020,96.29,96.03,69.04,78.78,26.87,37.84,29.62,21.86,3.35,29.82
22-06-2020,96.29,95.98,68.6,78.78,26.74,37.5,29.44,21.11,2.63,25.88
23-06-2020,96.46,95.82,68.35,78.6,26.55,37.34,29.33,20.5,2.3,22.68
24-06-2020,96.71,96.03,69.6,78.42,27.19,40.07,30.03,20.33,2.74,24.23
25-06-2020,96.79,95.87,69.23,78.42,26.99,41.13,30.22,20.19,2.46,25.56
26-06-2020,96.96,95.71,69.04,78.24,26.99,41.31,30.03,19.43,1.83,25.32
27-06-2020,97.04,95.55,68.67,78.05,26.93,40.95,29.97,18.7,2.13,25.7
28-06-2020,96.96,95.39,68.17,77.87,26.8,40.78,29.85,17.62,1.98,26.14
29-06-2020,96.79,95.29,67.73,77.87,26.68,40.6,29.73,16.72,1.83,26.66
30-06-2020,96.88,95.02,67.29,77.69,26.62,40.42,29.5,16.43,1.69,26.4
07-01-2020,96.88,94.7,66.85,77.32,26.43,40.07,29.38,14.95,1.56,25.12
07-02-2020,96.71,94.54,66.42,77.14,26.3,39.89,29.17,14.92,1.38,25.14
07-03-2020,96.54,94.6,66.04,76.78,26.11,39.71,29.06,13.81,1.2,25.16
07-04-2020,96.29,94.49,65.54,76.42,26.11,39.35,28.9,14.02,1.38,25.19
07-05-2020,95.96,94.33,65.04,76.05,25.86,39.19,28.76,14.3,1.48,25.09
07-06-2020,95.79,94.12,64.6,75.69,25.55,38.85,28.45,14.3,1.64,24.28
07-07-2020,95.7,93.85,64.1,75.33,25.43,38.51,27.98,14.34,1.75,23.27
07-08-2020,95.45,93.69,63.48,74.97,25.25,38.35,27.62,14.97,1.86,21.77
07-09-2020,95.21,93.37,62.92,74.43,25.06,38.01,27.47,15.12,1.98,22.02
07-10-2020,95.21,92.95,62.42,73.89,24.94,37.67,27.12,14.92,2.13,22.61
07-11-2020,95.04,92.63,62.04,73.35,24.69,37.34,26.98,14.64,2.33,23.05
07-12-2020,94.87,92.29,61.54,72.82,24.57,37.0,26.78,14.76,2.36,23.28
13-07-2020,94.79,91.89,61.1,72.46,24.45,36.83,26.45,15.0,2.3,23.41
14-07-2020,94.54,91.65,60.6,71.92,24.27,36.49,26.33,13.56,2.16,23.67
15-07-2020,94.37,91.4,60.05,71.57,24.15,36.33,26.14,12.92,2.13,24.13
16-07-2020,94.21,91.19,59.69,71.21,24.03,36.16,26.01,11.82,2.2,24.68
17-07-2020,94.04,90.82,59.17,71.03,23.91,35.82,25.96,10.71,2.26,25.22
18-07-2020,93.88,90.61,58.85,70.5,23.67,35.48,25.73,10.1,2.33,25.23
19-07-2020,93.71,90.29,58.54,70.15,23.49,35.32,25.55,9.32,2.39,25.91
20-07-2020,93.63,89.97,58.18,69.79,23.31,34.98,25.37,8.54,2.46,26.73
21-07-2020,93.47,89.75,57.86,69.44,23.25,34.64,25.29,8.02,2.63,27.09
22-07-2020,93.3,89.54,57.34,68.91,23.02,34.48,25.15,6.83,2.56,27.78
23-07-2020,93.05,89.28,56.93,68.56,22.78,34.31,24.86,6.6,2.6,28.41
24-07-2020,92.81,89.12,56.61,68.03,22.66,33.97,24.65,6.23,2.63,29.01
25-07-2020,92.64,88.9,56.15,67.68,22.2,33.63,24.52,5.94,2.67,29.58
26-07-2020,92.23,88.69,55.99,67.33,22.14,33.3,24.32,5.8,2.7,28.68
27-07-2020,91.74,88.48,55.52,66.8,21.97,32.96,24.05,5.62,2.74,28.79
28-07-2020,91.33,88.26,55.26,66.45,21.85,32.79,23.93,5.18,2.88,30.53
29-07-2020,90.84,88.05,54.79,66.11,21.73,32.62,23.74,5.11,2.85,30.83
30-07-2020,90.35,87.84,54.17,65.93,21.56,32.29,23.49,4.93,2.81,31.18
31-07-2020,89.81,87.68,53.44,65.58,21.5,31.95,23.32,4.66,2.77,31.39
08-01-2020,89.38,87.52,52.97,65.06,21.39,31.62,23.09,4.23,2.81,31.76
08-02-2020,88.86,87.36,52.55,64.72,21.33,31.45,22.97,4.0,2.81,32.06
08-03-2020,88.5,87.09,52.08,64.37,21.22,31.28,22.8,3.78,2.81,32.18
08-04-2020,88.01,86.88,51.67,63.85,21.1,30.94,22.7,3.47,2.77,32.24
08-05-2020,87.53,86.61,51.2,63.33,20.99,30.77,22.59,3.39,2.81,32.48
08-06-2020,86.97,86.4,50.83,62.82,20.82,30.27,22.44,3.52,2.81,32.77
08-07-2020,86.41,86.24,50.36,62.3,20.71,30.1,22.2,3.68,2.77,33.07
08-08-2020,85.94,86.03,49.95,61.96,20.54,29.76,21.94,3.64,2.96,33.36
08-09-2020,85.3,85.87,49.43,61.61,20.43,29.6,21.62,3.72,3.03,33.64
08-10-2020,84.75,85.66,49.06,61.1,20.31,29.43,21.32,3.84,3.0,33.94
08-11-2020,84.2,85.39,48.65,60.59,20.26,29.09,21.02,4.11,3.0,34.43
08-12-2020,83.65,85.12,48.13,60.25,20.2,28.76,20.86,4.3,2.96,33.97
13-08-2020,83.02,84.97,47.71,59.74,20.09,28.59,20.63,4.64,3.0,33.37
14-08-2020,82.47,84.75,47.24,59.23,20.09,28.25,20.47,4.85,3.0,32.21
15-08-2020,81.85,84.43,46.67,58.72,20.04,28.08,20.26,4.89,3.0,31.16
16-08-2020,81.07,84.06,46.15,58.21,19.87,27.75,20.0,5.14,7.31,30.27
17-08-2020,80.53,83.79,45.63,57.71,19.76,27.58,19.76,5.43,7.31,30.05
18-08-2020,79.99,83.48,45.0,57.37,19.76,27.24,19.62,5.51,7.31,28.45
19-08-2020,79.45,83.16,44.67,56.87,19.81,26.9,19.35,5.64,7.31,27.86
20-08-2020,78.84,82.84,44.29,56.53,19.87,26.74,19.06,5.72,7.31,27.67
21-08-2020,78.76,82.52,43.92,56.2,20.93,26.57,18.77,5.96,7.48,28.09
22-08-2020,78.15,82.2,44.08,55.69,21.16,26.4,18.44,5.94,7.48,29.53
23-08-2020,77.61,81.99,43.75,55.19,21.33,26.23,18.18,5.75,7.48,29.58
24-08-2020,76.93,81.67,43.42,54.69,21.39,26.06,17.98,6.13,7.43,29.8
25-08-2020,76.32,81.4,43.08,54.2,21.33,25.73,17.78,6.21,7.37,30.33
26-08-2020,75.79,81.03,42.67,53.7,21.39,25.56,17.55,6.4,7.34,30.67
27-08-2020,75.26,80.76,42.29,53.37,21.45,25.22,17.36,6.45,7.34,30.9
28-08-2020,74.66,80.55,41.54,53.04,21.39,25.05,17.1,6.45,7.28,31.17
29-08-2020,74.13,80.28,41.54,52.54,21.33,24.72,16.81,6.6,7.28,31.5
30-08-2020,73.61,79.91,41.25,52.05,21.45,24.55,16.49,6.68,7.28,31.77
31-08-2020,73.01,79.59,40.88,51.55,21.45,24.38,16.34,6.37,7.2,32.04
09-01-2020,72.41,79.27,40.48,51.06,21.45,24.04,16.14,6.71,7.2,32.3
09-02-2020,71.89,79.06,40.22,50.74,21.39,23.71,15.9,6.71,7.15,30.82
09-03-2020,71.3,78.79,39.79,50.25,21.39,23.37,15.67,7.12,7.2,32.9
09-04-2020,70.63,78.47,39.46,49.76,21.39,23.2,15.48,7.19,7.2,33.21
09-05-2020,70.05,78.05,39.13,49.27,21.45,23.03,15.1,7.26,7.34,33.47
09-06-2020,69.39,77.89,38.69,48.78,21.39,22.7,14.94,7.26,7.37,33.69
09-07-2020,68.73,77.52,38.33,48.3,21.33,22.53,14.79,7.38,7.34,33.92
09-08-2020,68.0,77.3,38.11,48.14,21.39,22.23,14.62,7.48,7.4,34.13
09-09-2020,67.64,76.93,38.04,47.81,21.28,22.08,14.23,7.53,7.43,34.25
09-10-2020,66.91,76.61,37.74,47.33,21.28,21.78,14.14,7.6,7.48,34.72
09-11-2020,66.48,76.24,37.6,46.85,21.22,21.63,14.05,7.63,7.51,34.58
09-12-2020,65.9,75.87,37.49,46.53,21.16,21.33,13.65,7.63,7.51,34.69
13-09-2020,65.47,75.44,37.2,46.21,21.16,21.18,13.31,7.88,7.57,34.84
14-09-2020,65.04,75.17,36.83,45.73,21.1,21.03,13.11,8.02,7.67,34.87
15-09-2020,64.4,74.75,36.47,45.25,21.1,20.88,13.04,8.14,7.73,34.91
16-09-2020,63.83,74.38,36.1,44.77,21.1,20.73,12.78,8.14,7.73,34.94
17-09-2020,63.4,73.95,35.67,44.29,21.1,20.58,12.56,8.05,7.76,35.14
18-09-2020,62.76,73.53,35.3,43.82,21.1,20.28,12.6,8.14,7.73,35.05
19-09-2020,62.13,73.21,34.94,43.18,21.1,20.13,12.04,8.42,7.85,35.11
20-09-2020,61.71,72.73,34.65,42.87,21.05,19.98,11.76,8.42,7.89,34.67
21-09-2020,61.07,72.46,34.28,42.55,21.1,19.83,11.64,8.24,7.92,35.21
22-09-2020,60.52,72.09,33.84,42.08,21.1,19.68,11.56,8.51,8.05,34.91
23-09-2020,60.03,71.66,33.59,41.77,21.1,19.53,11.37,8.14,8.12,34.34
24-09-2020,59.4,71.4,33.19,41.3,21.1,19.38,11.23,7.74,8.14,33.6
25-09-2020,58.91,71.02,32.93,40.99,21.1,19.23,11.05,7.45,8.14,32.55
26-09-2020,58.32,70.6,32.53,40.67,21.1,18.93,10.95,6.74,8.14,32.06
27-09-2020,57.68,70.23,32.24,40.36,21.1,18.78,10.85,6.8,8.17,31.02
28-09-2020,56.85,69.75,31.8,40.05,21.16,18.78,10.76,6.74,8.17,31.15
29-09-2020,56.17,69.32,31.47,39.58,21.16,18.78,10.58,6.43,8.17,31.39
30-09-2020,55.7,68.95,32.46,39.27,21.22,18.78,10.38,5.8,8.19,30.42
10-01-2020,55.09,68.63,32.13,38.96,21.28,18.63,10.26,5.98,8.19,29.26
10-02-2020,54.48,68.26,31.73,38.65,21.28,18.63,10.22,5.31,8.19,28.24
10-03-2020,53.87,67.89,31.36,38.35,21.28,18.47,10.14,5.33,8.19,26.79
10-04-2020,53.27,67.51,30.96,37.89,21.28,18.47,9.95,4.87,8.19,25.44
10-05-2020,52.74,67.09,30.67,37.42,21.22,18.32,9.77,4.53,8.19,24.85
10-06-2020,52.14,66.71,30.2,37.12,21.28,18.02,9.67,4.09,8.19,23.25
10-07-2020,51.54,66.29,29.69,36.81,21.22,18.02,9.56,3.78,8.19,20.31
10-08-2020,50.95,65.92,29.4,36.51,21.28,17.87,9.33,3.93,8.22,18.92
10-09-2020,50.75,65.65,30.23,36.35,21.68,18.32,9.24,4.38,8.22,19.18
10-10-2020,50.55,65.44,30.6,36.05,21.85,18.32,9.21,4.8,8.24,19.36
10-11-2020,50.03,64.96,30.2,35.74,22.02,18.17,9.09,4.98,8.24,19.24
10-12-2020,49.51,64.53,29.87,35.44,22.02,18.17,9.0,5.0,8.24,20.13
13-10-2020,48.98,64.05,29.54,34.98,22.02,18.02,8.91,4.95,8.24,20.01
14-10-2020,48.4,63.68,29.32,34.68,22.14,17.87,8.69,5.21,8.27,20.35
15-10-2020,48.01,63.36,28.96,34.38,22.14,17.87,8.54,5.56,8.27,20.56
16-10-2020,47.43,63.11,28.56,34.23,22.2,17.72,8.47,5.51,8.27,20.85
