Date,Omerli,Darlik,Elmali,Terkos,Alibey,Buyukcekmece,Sazlidere,Kazandere,Pabucdere,Istrancalar
13-05-2018,92.4,93.8,63.92,94.36,91.03,92.56,43.95,100.0,97.76,99.99
14-05-2018,92.56,93.53,63.67,94.17,90.82,92.56,43.8,100.0,97.66,99.99
15-05-2018,92.72,93.37,63.73,93.98,90.71,92.19,43.88,100.0,97.76,99.99
16-05-2018,93.05,93.16,63.6,93.59,90.5,92.19,43.45,100.0,97.76,99.99
17-05-2018,93.14,92.84,63.6,93.21,90.08,92.0,43.24,100.0,97.76,99.99
18-05-2018,93.22,92.57,63.42,93.02,89.66,91.81,43.04,100.0,97.98,97.9
19-05-2018,93.38,92.35,63.23,92.83,89.24,91.62,42.85,100.0,97.76,96.0
20-05-2018,93.55,92.17,63.1,92.44,88.82,91.25,42.72,100.0,98.3,94.34
21-05-2018,93.55,91.94,62.79,92.06,88.61,91.25,42.72,100.0,98.63,93.23
22-05-2018,93.63,91.65,62.6,91.68,88.19,91.06,42.59,100.0,98.63,92.1
23-05-2018,93.71,91.65,62.42,91.3,87.88,90.87,42.53,100.0,98.73,90.85
24-05-2018,93.22,91.3,62.17,90.92,87.56,90.5,42.53,100.0,98.3,91.56
25-05-2018,92.89,91.08,62.04,90.72,87.25,90.31,42.1,100.0,97.98,91.26
26-05-2018,93.05,90.82,61.79,90.34,86.94,89.93,41.93,100.0,97.98,91.05
27-05-2018,93.22,90.77,61.73,90.15,86.94,90.5,42.01,100.0,98.3,93.82
28-05-2018,93.3,90.61,61.6,89.96,87.15,90.5,41.93,100.0,98.63,90.08
29-05-2018,93.47,90.45,61.48,89.4,86.94,90.31,41.77,100.0,98.41,89.62
30-05-2018,93.55,90.29,61.35,89.21,86.73,90.12,41.52,100.0,98.19,89.19
31-05-2018,93.47,90.07,61.17,88.83,86.42,90.12,41.37,100.0,98.09,88.76
06-01-2018,93.55,89.86,60.98,88.45,86.0,89.74,41.29,100.0,97.98,88.16
06-02-2018,93.71,89.54,60.85,88.07,85.8,89.18,40.98,100.0,98.3,87.56
06-03-2018,93.71,89.43,60.6,87.69,85.38,89.18,40.75,100.0,98.09,87.01
06-04-2018,93.8,89.17,60.36,87.32,85.07,88.99,40.54,100.0,97.66,86.14
06-05-2018,93.88,88.8,60.42,86.94,84.56,88.62,40.32,100.0,97.26,85.41
06-06-2018,93.96,88.53,60.21,86.75,84.35,88.43,40.11,100.0,97.26,84.28
06-07-2018,93.88,88.37,60.21,86.38,83.94,88.24,39.97,100.0,98.09,83.22
06-08-2018,93.88,88.0,60.05,86.19,83.43,88.05,39.77,100.0,98.52,81.42
06-09-2018,93.8,87.63,59.9,86.0,83.12,87.68,39.57,99.88,98.19,80.33
06-10-2018,93.71,87.36,59.79,85.82,82.72,87.49,39.2,99.39,96.76,78.9
06-11-2018,93.38,87.31,59.69,85.63,82.31,86.93,39.01,99.02,96.39,77.76
06-12-2018,93.22,87.15,59.38,85.44,81.8,86.55,38.95,98.67,96.02,76.09
13-06-2018,92.97,86.77,59.22,85.07,81.4,86.36,38.83,98.21,95.33,74.54
14-06-2018,92.89,86.56,59.06,84.88,80.89,85.99,38.69,97.87,94.87,72.77
15-06-2018,92.48,86.3,58.96,84.69,80.49,85.61,38.53,97.87,94.42,71.49
16-06-2018,92.31,85.92,58.91,84.51,80.29,85.42,38.3,97.75,93.96,70.21
17-06-2018,92.15,85.71,58.75,84.69,79.88,85.42,38.06,97.53,93.64,68.76
18-06-2018,92.15,85.44,58.65,84.69,79.68,85.42,37.98,97.22,93.11,67.31
19-06-2018,92.15,85.28,58.54,84.51,79.88,85.05,37.98,97.0,92.79,65.6
20-06-2018,92.07,84.86,58.65,84.51,79.78,84.67,37.76,96.79,91.8,63.86
21-06-2018,91.82,84.65,58.49,84.32,79.48,84.3,37.61,96.58,92.2,62.09
22-06-2018,91.58,84.33,58.39,84.13,79.08,84.11,37.46,96.29,91.26,60.21
23-06-2018,91.5,84.06,58.18,83.95,78.98,83.73,37.24,95.99,90.64,58.33
24-06-2018,91.33,83.95,58.07,83.58,78.48,83.36,37.1,95.8,90.64,56.12
25-06-2018,91.17,83.63,57.86,83.2,78.19,82.79,36.76,95.6,90.31,53.86
26-06-2018,91.09,83.37,57.71,83.02,77.79,82.61,36.55,95.42,89.39,51.54
27-06-2018,90.84,83.16,57.6,82.83,77.29,82.42,36.42,95.6,88.95,50.31
28-06-2018,90.92,82.89,59.38,83.02,77.79,82.61,36.69,98.21,91.35,51.76
29-06-2018,90.76,82.57,59.43,82.83,77.79,82.04,36.76,100.0,91.35,53.89
30-06-2018,90.84,82.2,59.38,82.65,77.69,82.04,36.49,100.0,90.99,52.18
07-01-2018,90.68,81.83,59.22,82.46,77.39,82.04,36.3,100.0,90.99,51.58
07-02-2018,90.6,81.67,59.06,82.09,77.09,81.48,36.04,100.0,90.89,51.46
07-03-2018,90.44,81.35,58.85,82.28,76.7,81.29,35.98,99.76,90.81,50.73
07-04-2018,90.35,80.92,58.8,82.09,76.3,81.1,35.74,99.63,90.39,48.87
07-05-2018,90.03,80.5,58.7,81.91,76.01,80.54,35.57,99.51,89.61,46.57
07-06-2018,89.81,80.18,58.49,81.54,75.52,80.35,35.33,99.51,88.84,43.77
07-07-2018,89.59,79.96,58.33,81.35,75.13,80.16,35.18,99.39,88.42,42.92
07-08-2018,89.3,79.59,58.23,80.8,74.74,79.6,35.03,99.39,88.22,42.55
07-09-2018,88.95,79.22,58.07,80.62,74.35,79.41,34.64,99.15,88.11,43.1
07-10-2018,88.59,79.01,57.92,80.25,73.86,78.85,34.5,99.02,88.11,43.48
07-11-2018,88.17,78.74,57.76,79.7,73.57,78.66,34.28,98.78,88.01,43.7
07-12-2018,87.77,78.37,57.71,79.15,73.08,78.1,33.93,98.55,87.9,44.43
13-07-2018,87.37,77.94,57.5,78.78,72.7,77.91,33.72,98.32,87.9,45.25
14-07-2018,86.97,77.84,57.4,78.42,72.31,77.53,33.46,98.1,87.81,46.04
15-07-2018,86.65,77.52,57.19,78.05,71.93,77.35,33.33,97.87,87.81,46.65
16-07-2018,86.41,77.04,56.77,77.51,71.45,76.97,33.07,97.64,87.71,47.27
17-07-2018,86.09,76.66,56.51,76.96,71.26,76.78,32.95,97.53,87.61,47.82
18-07-2018,85.62,76.5,56.41,76.6,71.16,76.41,32.64,97.43,87.61,48.37
19-07-2018,85.46,76.24,56.56,76.05,70.97,76.22,32.53,97.32,87.52,48.31
20-07-2018,85.3,75.97,56.35,75.69,70.68,75.65,32.13,97.22,87.42,49.28
21-07-2018,84.91,76.4,56.15,75.15,70.4,75.47,32.19,97.22,87.42,50.21
22-07-2018,84.67,75.65,55.94,74.97,70.3,75.1,32.02,97.22,87.32,50.65
23-07-2018,84.43,75.28,55.78,74.43,69.92,74.92,31.73,97.22,87.13,51.13
24-07-2018,84.51,75.17,55.99,74.07,69.64,74.73,31.58,97.64,86.94,52.27
25-07-2018,84.43,75.44,56.25,74.07,69.73,74.73,31.51,98.21,86.49,52.75
26-07-2018,84.51,75.12,56.51,73.89,69.83,74.73,31.58,98.21,86.04,53.38
27-07-2018,84.59,74.7,56.72,73.53,69.73,74.55,31.36,98.21,85.64,53.97
28-07-2018,84.75,74.54,56.77,73.17,69.64,75.1,31.22,98.1,85.23,54.1
29-07-2018,85.06,74.16,56.77,72.82,69.26,74.92,31.01,98.1,84.9,54.46
30-07-2018,84.83,73.95,56.77,72.64,69.26,74.37,30.88,98.1,84.9,54.81
31-07-2018,84.67,73.58,56.72,72.28,68.88,74.18,30.67,98.1,84.9,55.25
08-01-2018,84.43,73.31,56.72,71.92,68.5,74.0,30.48,98.1,84.68,55.83
08-02-2018,84.2,73.05,56.72,71.39,68.31,73.63,30.29,98.1,85.39,58.07
08-03-2018,84.04,72.51,56.72,70.86,67.94,73.26,30.03,99.39,85.88,58.59
08-04-2018,83.8,72.19,56.67,70.32,67.75,72.71,29.85,99.76,86.04,59.06
08-05-2018,83.65,71.82,56.61,69.79,67.38,72.35,29.73,99.76,85.96,59.44
08-06-2018,83.33,71.45,56.56,69.44,67.0,72.16,29.56,99.76,85.88,59.81
08-07-2018,83.18,71.18,56.51,69.09,66.63,71.61,29.44,99.63,85.72,59.99
08-08-2018,82.79,70.92,56.46,68.73,66.35,71.25,29.27,99.63,85.55,60.3
08-09-2018,82.39,70.44,56.41,68.21,66.07,71.06,29.17,99.63,85.55,60.96
08-10-2018,82.16,70.33,56.3,67.68,65.79,70.51,28.9,99.39,85.31,61.14
08-11-2018,81.85,69.75,56.2,67.33,65.42,69.96,28.61,99.15,84.46,60.91
08-12-2018,81.38,69.43,55.99,66.98,64.87,69.59,27.91,98.78,83.62,59.19
13-08-2018,80.84,69.37,55.94,66.45,64.5,69.23,27.76,98.44,82.54,58.2
14-08-2018,80.22,69.16,55.83,66.28,64.23,69.04,27.54,97.87,81.72,57.46
15-08-2018,79.68,68.95,55.78,65.93,64.04,68.68,27.32,97.43,81.12,56.5
16-08-2018,79.07,68.79,55.73,65.76,63.68,68.13,26.98,96.9,80.64,55.87
17-08-2018,78.53,68.63,55.68,65.58,63.22,67.94,26.71,96.39,79.94,55.11
18-08-2018,77.92,68.47,55.63,65.41,63.04,67.58,26.52,95.42,79.21,54.27
19-08-2018,77.38,68.26,55.57,65.06,62.77,67.21,26.39,94.71,78.9,53.38
20-08-2018,76.93,67.83,55.47,64.72,62.58,66.84,26.27,94.02,77.94,52.52
21-08-2018,76.39,67.67,55.36,64.54,62.13,66.48,26.27,93.56,77.3,51.63
22-08-2018,75.86,67.46,55.21,64.2,61.95,66.11,26.14,93.02,76.87,50.64
23-08-2018,75.33,67.09,55.1,63.85,61.86,65.74,25.96,92.48,76.3,50.48
24-08-2018,74.81,66.87,54.95,63.68,61.59,65.38,25.9,91.98,75.61,49.99
25-08-2018,74.28,66.82,54.79,63.5,61.32,65.01,25.78,91.68,74.67,48.9
26-08-2018,73.83,66.5,54.69,63.33,60.87,64.64,25.67,91.48,73.79,48.06
27-08-2018,73.23,66.08,54.53,62.99,60.69,64.46,25.49,91.02,73.15,47.69
28-08-2018,72.86,66.18,54.43,62.64,60.42,64.27,25.29,90.39,72.45,47.44
29-08-2018,72.26,65.86,54.32,62.3,60.06,63.91,25.08,89.72,72.2,46.12
30-08-2018,71.74,65.6,54.22,61.96,59.71,63.54,24.94,89.16,71.8,45.0
31-08-2018,71.15,65.49,54.11,61.79,59.35,63.36,24.45,88.61,71.33,45.45
09-01-2018,70.63,65.28,54.01,61.44,58.99,62.81,24.19,88.1,70.74,45.86
09-02-2018,70.12,65.06,53.91,61.1,58.64,62.44,23.87,87.58,70.03,46.17
09-03-2018,69.53,64.91,53.85,60.76,58.29,62.26,23.55,87.1,69.08,46.61
09-04-2018,68.95,64.64,53.8,60.59,57.93,61.89,23.26,86.63,68.12,47.01
09-05-2018,68.36,64.48,53.7,60.25,57.58,61.52,23.03,86.18,67.39,47.43
09-06-2018,68.07,64.21,53.65,59.91,57.23,61.34,22.86,85.58,66.78,47.71
09-07-2018,67.49,64.48,53.59,59.4,56.79,61.15,22.7,85.18,66.17,47.97
09-08-2018,66.98,64.21,53.54,59.23,56.62,60.97,22.65,84.72,65.77,48.27
09-09-2018,66.62,64.16,53.49,59.06,56.18,60.6,22.7,84.09,65.3,48.38
09-10-2018,66.26,64.05,53.44,58.72,55.84,60.42,22.59,83.68,65.11,48.66
09-11-2018,65.83,63.79,53.39,58.55,55.49,60.05,22.49,83.19,64.38,48.74
09-12-2018,65.9,63.79,53.39,58.38,55.14,59.69,22.27,82.8,64.38,48.43
13-09-2018,65.69,63.63,53.33,59.06,54.89,59.32,22.07,82.07,63.3,48.26
14-09-2018,65.54,63.63,53.44,59.57,55.32,59.5,22.49,81.64,63.54,49.62
15-09-2018,65.76,63.63,55.73,59.74,55.84,60.05,22.49,81.55,63.54,53.07
16-09-2018,65.69,63.26,58.85,59.4,55.92,59.87,22.38,81.3,63.14,53.64
17-09-2018,65.47,63.26,60.6,59.23,55.66,59.69,22.27,80.98,62.99,53.49
18-09-2018,65.26,63.18,60.48,58.89,55.4,59.32,22.14,80.59,62.39,51.8
19-09-2018,65.11,63.11,60.67,58.55,55.06,59.14,21.56,80.36,61.68,50.66
20-09-2018,64.75,62.93,60.42,58.21,54.71,58.95,21.32,79.88,61.01,49.28
21-09-2018,64.4,62.89,60.21,57.88,54.37,58.59,21.14,79.4,60.45,48.35
22-09-2018,64.11,62.74,60.0,57.71,54.03,58.22,20.86,78.95,59.93,47.72
23-09-2018,63.69,62.59,59.79,57.37,53.6,58.04,20.74,78.5,59.55,47.29
24-09-2018,63.33,62.41,59.58,57.2,53.26,57.85,20.52,78.09,58.89,46.88
25-09-2018,62.83,62.26,59.32,57.04,52.83,57.85,20.11,77.67,58.89,46.89
26-09-2018,62.76,62.01,59.01,56.7,52.41,57.3,19.95,77.29,58.19,46.79
27-09-2018,62.62,61.93,59.9,56.2,52.49,56.58,19.86,76.9,57.83,48.71
28-09-2018,62.62,61.9,60.1,56.03,52.07,56.23,19.76,76.55,57.27,47.48
29-09-2018,62.55,61.93,60.0,56.03,51.9,56.23,19.72,76.01,56.3,47.06
30-09-2018,62.27,61.75,60.0,56.03,52.07,56.05,19.53,75.33,56.3,46.81
10-01-2018,63.69,61.75,62.1,56.53,53.51,55.87,19.53,74.79,55.61,58.51
10-02-2018,63.4,61.6,62.23,56.36,53.51,55.7,19.53,74.61,55.9,67.61
10-03-2018,63.33,61.31,62.54,56.2,53.34,55.52,19.35,74.52,57.62,76.58
10-04-2018,62.98,61.16,62.23,56.03,53.17,55.34,19.06,74.88,57.47,69.13
10-05-2018,62.83,61.05,61.85,55.86,52.75,55.34,19.0,74.88,57.34,67.4
10-06-2018,62.62,60.79,61.73,55.53,52.66,54.99,18.83,74.88,56.87,65.78
10-07-2018,62.34,60.65,61.42,55.36,52.41,54.63,18.66,74.88,55.9,64.33
10-08-2018,61.99,60.57,61.23,55.19,51.99,54.45,18.39,74.61,55.23,61.69
10-09-2018,61.57,60.39,61.04,55.03,51.99,54.28,18.08,74.34,55.01,58.93
10-10-2018,61.22,60.35,60.54,54.69,51.56,53.92,18.08,74.09,54.71,51.18
10-11-2018,60.86,60.17,60.42,54.53,51.4,53.92,17.98,73.84,54.29,53.78
10-12-2018,60.38,59.99,60.26,55.69,51.56,54.1,17.83,73.68,54.02,53.29
13-10-2018,59.96,59.84,60.0,56.03,51.82,54.81,17.73,73.51,53.89,59.58
14-10-2018,59.68,59.66,59.84,56.2,55.06,57.67,17.93,73.93,53.62,59.78
15-10-2018,59.4,59.36,59.74,55.86,55.06,57.85,17.93,73.93,53.37,59.68
16-10-2018,59.21,59.29,59.48,55.86,54.89,57.67,17.78,73.68,53.07,59.71
17-10-2018,58.96,59.18,59.22,55.53,54.89,57.67,17.59,73.51,52.77,60.09
18-10-2018,58.68,59.1,59.22,55.36,54.71,57.48,17.55,73.36,52.44,59.87
19-10-2018,58.32,59.03,59.17,55.36,54.54,57.48,17.45,73.2,51.88,58.61
20-10-2018,57.81,58.96,58.96,55.19,54.28,57.12,17.19,72.97,51.81,58.75
21-10-2018,57.61,58.77,58.91,54.86,54.03,57.12,17.02,72.82,51.38,56.65
22-10-2018,57.33,58.66,58.96,54.69,53.86,56.76,17.06,72.82,51.31,54.86
23-10-2018,57.2,58.66,59.43,54.53,53.77,56.58,16.76,72.67,51.24,53.3
24-10-2018,56.79,58.48,58.54,54.36,53.43,56.58,16.76,72.18,50.38,51.2
25-10-2018,56.58,58.3,56.93,54.2,53.09,56.23,16.34,71.93,50.25,48.06
26-10-2018,56.44,58.37,55.83,53.86,52.83,56.05,16.24,71.93,50.2,43.38
27-10-2018,56.24,58.19,55.89,53.53,52.83,55.7,16.14,71.93,50.14,40.52
28-10-2018,56.17,58.04,53.23,53.37,52.58,55.52,15.94,71.83,49.96,34.89
29-10-2018,55.9,57.89,53.07,53.04,52.24,55.52,15.81,71.83,49.61,27.46
30-10-2018,55.63,57.74,52.66,52.87,51.99,55.34,15.67,71.73,49.23,27.43
31-10-2018,55.02,57.67,52.19,52.71,51.73,55.16,15.48,71.73,48.97,27.25
11-01-2018,54.75,57.45,52.03,52.54,51.48,54.99,15.27,71.73,48.76,26.8
11-02-2018,54.41,57.23,51.25,52.21,51.31,54.81,15.06,71.62,48.33,26.3
11-03-2018,54.28,57.01,51.2,51.88,51.14,54.45,15.06,71.52,47.72,25.9
11-04-2018,54.01,56.86,50.99,51.72,50.89,54.63,14.94,71.21,47.03,25.33
11-05-2018,53.74,56.57,50.89,51.39,50.64,54.1,14.67,70.71,46.68,25.1
11-06-2018,53.41,56.31,50.57,51.23,50.31,54.1,14.57,70.23,46.19,24.73
11-07-2018,53.2,56.13,50.31,50.9,50.06,53.92,14.38,69.77,45.69,24.32
11-08-2018,53.0,55.98,50.1,50.74,49.81,53.74,14.28,69.14,45.14,23.87
11-09-2018,52.6,55.83,50.0,50.57,49.48,53.39,14.0,68.48,44.87,23.57
11-10-2018,52.34,55.54,49.79,50.41,49.31,53.21,13.87,67.7,44.42,23.96
11-11-2018,52.14,55.43,49.43,50.25,49.07,53.03,13.69,66.76,43.99,22.88
11-12-2018,52.01,55.17,49.22,50.08,48.82,52.85,13.56,65.63,43.88,22.23
13-11-2018,51.81,54.95,49.22,49.59,48.57,52.68,13.39,64.38,43.54,22.1
14-11-2018,51.61,54.8,49.11,49.59,48.33,52.5,13.15,63.4,42.77,21.15
15-11-2018,51.41,54.62,49.01,49.76,48.08,52.5,13.08,62.3,41.64,19.57
16-11-2018,51.41,54.62,50.57,50.57,49.73,53.03,13.08,61.42,41.51,20.17
17-11-2018,52.07,55.25,53.49,50.41,49.73,53.39,13.0,61.17,41.21,25.61
18-11-2018,52.21,55.5,53.59,50.57,49.73,53.03,13.08,60.92,40.64,28.67
19-11-2018,52.27,55.58,54.01,50.74,49.81,52.85,13.04,60.6,40.86,32.6
20-11-2018,52.4,56.16,56.35,51.39,50.14,53.92,13.08,60.44,43.27,48.04
21-11-2018,52.54,56.46,56.77,51.55,50.39,54.1,13.31,60.29,42.7,59.55
22-11-2018,52.54,56.64,56.88,51.39,50.39,54.28,13.23,60.29,42.56,63.45
23-11-2018,52.54,56.72,57.03,53.53,50.39,54.45,13.15,60.6,43.99,87.89
24-11-2018,52.54,56.97,57.08,53.86,50.23,54.28,13.15,60.52,44.24,97.23
25-11-2018,52.54,56.97,56.93,54.03,50.06,54.45,13.23,60.6,43.71,93.64
26-11-2018,52.87,57.19,56.93,54.2,49.89,54.1,13.15,60.6,43.06,87.42
27-11-2018,53.47,57.27,57.24,54.2,51.14,54.1,13.08,60.37,42.63,85.13
28-11-2018,53.47,57.34,57.34,54.36,52.92,54.45,13.15,60.22,44.61,82.04
29-11-2018,54.08,57.63,60.05,57.88,56.53,58.95,13.82,69.14,54.15,99.84
30-11-2018,56.24,59.88,64.92,60.59,60.33,61.34,15.36,72.04,55.9,99.99
12-01-2018,58.24,62.15,69.23,61.44,63.77,62.26,16.14,74.34,56.68,99.9
12-02-2018,58.82,62.89,70.29,61.96,65.79,62.81,16.71,75.24,57.0,99.74
12-03-2018,59.11,63.22,70.6,62.13,66.91,62.99,16.92,75.72,56.87,97.74
12-04-2018,59.54,63.52,70.73,62.3,67.38,63.17,17.06,76.01,56.74,95.27
12-05-2018,60.1,63.68,70.85,62.3,67.47,63.54,17.06,76.1,57.14,90.27
12-06-2018,63.4,69.96,74.48,62.99,68.13,64.64,17.28,74.18,58.05,86.77
12-07-2018,66.26,74.38,75.17,63.16,70.4,64.64,17.59,76.9,58.19,83.23
12-08-2018,66.98,75.49,75.48,63.16,70.87,64.27,18.03,76.83,57.4,81.79
12-09-2018,67.49,75.87,75.85,63.16,70.87,64.46,18.13,76.83,56.93,77.56
12-10-2018,68.07,76.19,76.35,63.33,71.26,64.64,18.18,77.13,56.49,69.31
12-11-2018,70.63,78.37,84.27,65.41,75.52,66.29,19.17,77.36,56.55,78.76
12-12-2018,73.83,82.41,88.96,68.73,81.4,70.15,22.38,77.84,57.14,84.63
13-12-2018,75.03,84.01,86.88,69.26,83.02,71.06,23.43,78.09,57.47,84.5
14-12-2018,75.64,84.17,87.38,69.26,83.63,72.35,23.93,78.25,57.14,84.28
15-12-2018,75.71,84.7,88.04,69.97,84.04,71.98,24.12,78.95,57.07,82.33
16-12-2018,75.64,85.39,87.21,70.15,84.04,72.16,24.32,78.5,56.8,80.01
17-12-2018,75.33,85.71,87.46,70.15,84.45,71.98,24.25,78.68,56.8,76.43
18-12-2018,75.11,85.92,87.46,70.32,84.45,72.35,24.25,78.68,57.14,67.65
19-12-2018,75.94,87.04,93.04,76.96,90.71,75.28,25.78,81.98,57.83,92.89
20-12-2018,79.76,92.46,88.79,82.09,100.0,77.91,34.0,82.43,58.74,95.86
21-12-2018,80.45,93.74,87.29,83.02,100.0,78.85,35.57,83.38,58.97,97.48
22-12-2018,80.61,94.28,87.71,83.39,100.0,79.41,36.17,83.88,58.74,99.06
23-12-2018,80.61,94.28,87.71,83.58,100.0,79.6,36.36,84.51,58.5,99.99
24-12-2018,80.45,94.38,87.21,83.95,100.0,79.98,36.62,85.34,58.35,99.99
25-12-2018,80.68,94.44,88.71,84.51,100.0,81.1,37.1,86.18,58.81,99.99
26-12-2018,82.86,97.04,86.31,86.56,99.67,84.48,38.89,86.82,59.32,99.99
27-12-2018,83.41,97.52,87.21,87.13,97.7,85.42,39.57,87.58,59.08,99.99
28-12-2018,83.33,97.95,87.38,87.32,97.81,85.8,39.57,88.41,59.2,99.99
29-12-2018,83.33,98.16,87.21,87.51,97.7,85.99,39.77,89.16,58.66,99.95
30-12-2018,83.49,98.53,88.21,87.69,97.48,86.36,40.25,89.72,58.97,99.99
31-12-2018,83.8,99.07,88.79,88.07,99.01,86.74,40.25,90.14,58.81,99.99
01-01-2019,83.72,99.07,88.54,88.07,99.01,86.74,40.32,90.56,58.97,99.99
01-02-2019,83.57,99.17,88.46,88.07,99.34,87.11,40.32,91.02,58.43,99.99
01-03-2019,83.49,99.23,88.29,88.26,99.67,87.3,40.46,91.48,58.43,99.99
01-04-2019,83.88,99.44,91.13,90.15,100.0,90.5,41.29,93.56,60.39,96.0
01-05-2019,85.7,100.0,89.21,94.36,100.0,93.5,45.11,95.16,62.0,99.99
01-06-2019,86.89,100.0,89.13,96.49,100.0,95.02,47.05,100.0,62.08,99.99
01-07-2019,87.29,100.0,90.54,97.07,98.68,95.02,47.56,100.0,62.99,99.99
01-08-2019,87.37,100.0,87.79,97.46,98.36,95.02,47.94,100.0,63.7,99.99
01-09-2019,87.29,100.0,84.56,97.46,98.36,93.88,48.99,100.0,63.7,97.24
01-10-2019,87.21,100.0,81.14,97.46,98.57,93.13,48.66,100.0,63.95,96.0
01-11-2019,87.13,100.0,81.06,98.83,98.79,93.5,49.35,100.0,69.94,99.99
01-12-2019,89.81,100.0,90.13,100.0,100.0,96.94,51.68,100.0,76.45,99.28
13-01-2019,91.17,100.0,94.21,99.41,100.0,96.94,53.02,100.0,77.66,99.99
14-01-2019,91.41,100.0,87.29,99.22,100.0,96.36,53.84,100.0,77.66,99.99
15-01-2019,91.58,100.0,85.15,99.8,98.57,95.02,54.12,100.0,78.31,99.99
16-01-2019,92.56,100.0,87.38,98.83,99.23,94.45,54.33,100.0,80.27,99.99
17-01-2019,92.97,100.0,87.71,99.02,99.56,94.64,54.53,100.0,81.04,95.43
18-01-2019,93.05,100.0,87.88,99.02,99.78,94.83,54.84,100.0,81.12,93.23
19-01-2019,93.05,100.0,88.38,98.83,100.0,95.02,54.99,100.0,81.28,89.19
20-01-2019,92.64,100.0,88.38,98.83,100.0,95.4,54.99,100.0,80.27,86.45
21-01-2019,92.64,100.0,88.29,98.83,100.0,95.59,55.45,100.0,81.81,83.01
22-01-2019,92.56,100.0,88.21,98.63,100.0,95.59,55.37,100.0,82.44,79.97
23-01-2019,92.23,100.0,87.88,98.44,100.0,95.79,55.29,100.0,82.16,77.27
24-01-2019,91.82,100.0,88.04,98.44,100.0,96.17,55.45,100.0,81.9,75.21
25-01-2019,91.41,100.0,87.54,98.24,100.0,96.17,55.54,100.0,82.35,72.94
26-01-2019,91.33,100.0,87.79,98.04,100.0,96.55,55.62,100.0,82.25,72.94
27-01-2019,91.17,100.0,87.46,98.04,100.0,96.74,55.78,100.0,83.31,70.69
28-01-2019,91.01,100.0,87.38,97.85,99.78,96.94,55.94,100.0,83.93,69.21
29-01-2019,90.76,100.0,87.04,97.66,99.56,96.94,55.54,100.0,84.13,67.18
30-01-2019,90.35,100.0,86.63,97.66,99.45,97.13,55.62,100.0,84.13,68.22
31-01-2019,90.03,99.99,86.63,97.46,99.23,97.13,55.7,100.0,84.35,68.31
02-01-2019,89.67,99.98,87.21,97.46,99.34,97.32,55.86,100.0,85.39,69.21
02-02-2019,89.3,99.97,87.04,97.27,99.34,97.89,55.78,100.0,86.13,71.31
02-03-2019,88.86,99.92,86.79,97.07,99.34,97.89,55.78,100.0,86.22,71.99
02-04-2019,88.33,99.7,86.71,96.88,99.23,98.08,55.86,100.0,86.76,73.17
02-05-2019,88.01,99.54,87.04,96.68,99.12,97.89,55.54,100.0,87.23,74.86
02-06-2019,87.53,99.28,86.39,96.49,99.01,97.7,55.54,100.0,86.85,75.98
02-07-2019,87.13,99.01,86.09,96.49,99.01,98.47,55.54,100.0,87.61,77.72
02-08-2019,86.81,98.96,86.54,97.07,99.23,98.66,55.45,100.0,88.22,83.58
02-09-2019,86.57,98.85,86.63,98.63,100.0,99.04,55.7,100.0,89.17,99.99
02-10-2019,86.33,99.12,86.63,99.02,100.0,99.04,55.86,100.0,89.61,99.99
02-11-2019,85.94,99.01,86.63,99.02,100.0,99.04,55.86,100.0,89.73,99.99
02-12-2019,85.7,99.12,87.04,99.02,100.0,99.04,56.03,100.0,89.39,99.99
13-02-2019,85.3,98.96,86.88,99.41,100.0,99.04,56.11,100.0,90.89,96.37
14-02-2019,86.81,100.0,90.88,100.0,100.0,99.04,57.27,100.0,93.85,99.99
15-02-2019,87.21,100.0,91.96,100.0,98.25,99.04,58.29,100.0,94.42,99.99
16-02-2019,87.13,100.0,92.54,100.0,98.25,99.04,58.08,100.0,96.57,99.99
17-02-2019,86.97,100.0,93.13,100.0,98.25,98.47,58.22,100.0,97.36,99.99
18-02-2019,86.65,100.0,93.04,100.0,98.9,98.47,58.36,100.0,97.87,97.9
19-02-2019,86.33,99.99,93.46,100.0,99.34,98.66,58.36,100.0,97.87,96.0
20-02-2019,86.02,99.98,93.13,100.0,99.45,98.85,58.58,100.0,98.63,92.65
21-02-2019,85.7,99.92,93.13,100.0,99.45,98.85,58.73,100.0,98.84,90.08
22-02-2019,85.3,99.65,93.13,100.0,99.45,98.85,58.88,100.0,99.65,88.16
23-02-2019,84.99,99.65,89.88,100.0,99.45,99.04,59.04,100.0,99.65,84.93
24-02-2019,85.06,99.98,90.96,100.0,100.0,99.04,60.02,100.0,97.76,83.58
25-02-2019,85.62,100.0,94.29,100.0,98.79,99.04,60.55,100.0,97.26,83.58
26-02-2019,87.05,100.0,100.0,100.0,100.0,99.04,62.9,100.0,94.99,84.45
27-02-2019,87.77,100.0,100.0,100.0,100.0,99.04,64.76,100.0,94.99,84.93
28-02-2019,88.41,100.0,96.77,100.0,100.0,99.04,66.01,100.0,93.85,85.22
03-01-2019,88.77,100.0,99.17,100.0,100.0,99.04,66.98,100.0,94.42,85.41
03-02-2019,88.86,100.0,100.0,100.0,98.25,99.04,67.55,100.0,94.99,94.86
03-03-2019,88.86,100.0,100.0,100.0,98.25,99.04,67.8,100.0,96.76,93.82
03-04-2019,88.77,100.0,100.0,100.0,98.68,98.85,67.97,100.0,96.96,99.99
